provincia,Clae3,sum(empleados)
Buenos Aires,851,128711.0
Buenos Aires,492,90689.0
Buenos Aires,561,50099.0
Buenos Aires,477,48451.0
Buenos Aires,471,48027.0
Buenos Aires,949,44154.0
Buenos Aires,801,40106.0
Buenos Aires,410,38186.0
Buenos Aires,107,35643.0
Buenos Aires,222,32588.0
Buenos Aires,475,31188.0
Buenos Aires,259,31073.0
Buenos Aires,463,29500.0
Buenos Aires,101,28478.0
Buenos Aires,202,27214.0
Buenos Aires,472,26749.0
Buenos Aires,780,25947.0
Buenos Aires,812,25815.0
Buenos Aires,869,25275.0
Buenos Aires,861,24425.0
Buenos Aires,014,24300.0
Buenos Aires,464,18961.0
Buenos Aires,291,18757.0
Buenos Aires,293,18199.0
Buenos Aires,011,17707.0
Buenos Aires,110,17060.0
Buenos Aires,473,16915.0
Buenos Aires,210,16895.0
Buenos Aires,491,16892.0
Buenos Aires,829,16782.0
Buenos Aires,170,16033.0
Buenos Aires,466,15409.0
Buenos Aires,239,14914.0
Buenos Aires,852,14640.0
Buenos Aires,422,14429.0
Buenos Aires,523,13635.0
Buenos Aires,863,13541.0
Buenos Aires,241,13431.0
Buenos Aires,351,13154.0
Buenos Aires,139,13147.0
Buenos Aires,461,12382.0
Buenos Aires,451,12135.0
Buenos Aires,432,11902.0
Buenos Aires,251,11569.0
Buenos Aires,453,11551.0
Buenos Aires,931,11397.0
Buenos Aires,853,11144.0
Buenos Aires,465,10912.0
Buenos Aires,429,10663.0
Buenos Aires,562,10598.0
Buenos Aires,141,10468.0
Buenos Aires,421,10455.0
Buenos Aires,920,10147.0
Buenos Aires,942,9999.0
Buenos Aires,651,9871.0
Buenos Aires,381,9806.0
Buenos Aires,551,9721.0
Buenos Aires,524,9542.0
Buenos Aires,131,9035.0
Buenos Aires,282,8996.0
Buenos Aires,105,8848.0
Buenos Aires,152,8652.0
Buenos Aires,221,8552.0
Buenos Aires,620,8455.0
Buenos Aires,310,8323.0
Buenos Aires,870,8294.0
Buenos Aires,530,8290.0
Buenos Aires,469,8278.0
Buenos Aires,281,8020.0
Buenos Aires,711,7948.0
Buenos Aires,602,7411.0
Buenos Aires,201,7315.0
Buenos Aires,960,6920.0
Buenos Aires,854,6874.0
Buenos Aires,013,6530.0
Buenos Aires,476,6487.0
Buenos Aires,681,6440.0
Buenos Aires,181,6147.0
Buenos Aires,439,6130.0
Buenos Aires,452,5931.0
Buenos Aires,106,5878.0
Buenos Aires,611,5512.0
Buenos Aires,360,5463.0
Buenos Aires,301,5391.0
Buenos Aires,329,5224.0
Buenos Aires,162,5164.0
Buenos Aires,641,5051.0
Buenos Aires,702,4931.0
Buenos Aires,275,4852.0
Buenos Aires,102,4732.0
Buenos Aires,431,4687.0
Buenos Aires,104,4634.0
Buenos Aires,231,4481.0
Buenos Aires,522,4363.0
Buenos Aires,243,4264.0
Buenos Aires,841,4212.0
Buenos Aires,151,4146.0
Buenos Aires,862,4114.0
Buenos Aires,331,3873.0
Buenos Aires,271,3773.0
Buenos Aires,016,3728.0
Buenos Aires,031,3644.0
Buenos Aires,511,3561.0
Buenos Aires,108,3428.0
Buenos Aires,682,3386.0
Buenos Aires,692,3106.0
Buenos Aires,649,3089.0
Buenos Aires,061,3068.0
Buenos Aires,462,2796.0
Buenos Aires,279,2736.0
Buenos Aires,939,2733.0
Buenos Aires,433,2674.0
Buenos Aires,822,2667.0
Buenos Aires,591,2650.0
Buenos Aires,521,2647.0
Buenos Aires,691,2608.0
Buenos Aires,581,2600.0
Buenos Aires,103,2473.0
Buenos Aires,273,2358.0
Buenos Aires,120,2240.0
Buenos Aires,454,2148.0
Buenos Aires,662,2140.0
Buenos Aires,192,1978.0
Buenos Aires,143,1963.0
Buenos Aires,081,1953.0
Buenos Aires,749,1909.0
Buenos Aires,864,1888.0
Buenos Aires,721,1835.0
Buenos Aires,941,1797.0
Buenos Aires,791,1797.0
Buenos Aires,292,1789.0
Buenos Aires,242,1767.0
Buenos Aires,731,1726.0
Buenos Aires,773,1696.0
Buenos Aires,474,1653.0
Buenos Aires,382,1603.0
Buenos Aires,266,1415.0
Buenos Aires,272,1400.0
Buenos Aires,352,1388.0
Buenos Aires,309,1215.0
Buenos Aires,012,1194.0
Buenos Aires,813,1174.0
Buenos Aires,880,1126.0
Buenos Aires,712,1028.0
Buenos Aires,274,1016.0
Buenos Aires,612,862.0
Buenos Aires,161,849.0
Buenos Aires,479,745.0
Buenos Aires,265,735.0
Buenos Aires,750,710.0
Buenos Aires,900,707.0
Buenos Aires,910,634.0
Buenos Aires,370,628.0
Buenos Aires,502,584.0
Buenos Aires,614,564.0
Buenos Aires,619,547.0
Buenos Aires,324,528.0
Buenos Aires,263,504.0
Buenos Aires,332,492.0
Buenos Aires,663,425.0
Buenos Aires,821,422.0
Buenos Aires,267,377.0
Buenos Aires,323,363.0
Buenos Aires,952,358.0
Buenos Aires,089,351.0
Buenos Aires,261,349.0
Buenos Aires,109,345.0
Buenos Aires,264,339.0
Buenos Aires,631,311.0
Buenos Aires,022,304.0
Buenos Aires,262,303.0
Buenos Aires,149,278.0
Buenos Aires,811,262.0
Buenos Aires,771,239.0
Buenos Aires,842,230.0
Buenos Aires,732,224.0
Buenos Aires,741,206.0
Buenos Aires,601,203.0
Buenos Aires,478,172.0
Buenos Aires,501,156.0
Buenos Aires,742,148.0
Buenos Aires,252,140.0
Buenos Aires,661,135.0
Buenos Aires,302,128.0
Buenos Aires,772,119.0
Buenos Aires,303,116.0
Buenos Aires,322,107.0
Buenos Aires,823,102.0
Buenos Aires,321,100.0
Buenos Aires,493,92.0
Buenos Aires,951,92.0
Buenos Aires,390,82.0
Buenos Aires,552,81.0
Buenos Aires,843,81.0
Buenos Aires,099,62.0
Buenos Aires,639,56.0
Buenos Aires,512,54.0
Buenos Aires,021,47.0
Buenos Aires,203,40.0
Buenos Aires,182,37.0
Buenos Aires,191,36.0
Buenos Aires,643,34.0
Buenos Aires,268,30.0
Buenos Aires,204,25.0
Buenos Aires,855,16.0
Buenos Aires,774,15.0
Buenos Aires,970,4.0
Catamarca,429,2483.0
Catamarca,851,2362.0
Catamarca,141,1063.0
Catamarca,477,1020.0
Catamarca,011,944.0
Catamarca,107,871.0
Catamarca,410,823.0
Catamarca,089,737.0
Catamarca,475,673.0
Catamarca,869,639.0
Catamarca,471,631.0
Catamarca,072,526.0
Catamarca,131,460.0
Catamarca,561,451.0
Catamarca,351,444.0
Catamarca,451,442.0
Catamarca,472,385.0
Catamarca,863,383.0
Catamarca,473,366.0
Catamarca,251,355.0
Catamarca,239,326.0
Catamarca,711,303.0
Catamarca,360,300.0
Catamarca,439,297.0
Catamarca,012,233.0
Catamarca,466,215.0
Catamarca,275,205.0
Catamarca,110,199.0
Catamarca,463,199.0
Catamarca,791,194.0
Catamarca,101,180.0
Catamarca,139,178.0
Catamarca,864,176.0
Catamarca,152,161.0
Catamarca,421,160.0
Catamarca,681,147.0
Catamarca,651,142.0
Catamarca,649,134.0
Catamarca,014,129.0
Catamarca,103,125.0
Catamarca,492,122.0
Catamarca,942,119.0
Catamarca,453,110.0
Catamarca,476,109.0
Catamarca,329,108.0
Catamarca,013,104.0
Catamarca,941,101.0
Catamarca,530,101.0
Catamarca,581,94.0
Catamarca,431,84.0
Catamarca,854,83.0
Catamarca,812,73.0
Catamarca,454,66.0
Catamarca,461,65.0
Catamarca,282,57.0
Catamarca,081,49.0
Catamarca,099,49.0
Catamarca,880,45.0
Catamarca,272,44.0
Catamarca,602,42.0
Catamarca,702,41.0
Catamarca,551,40.0
Catamarca,601,38.0
Catamarca,452,35.0
Catamarca,960,32.0
Catamarca,691,32.0
Catamarca,862,28.0
Catamarca,474,27.0
Catamarca,422,23.0
Catamarca,952,19.0
Catamarca,614,18.0
Catamarca,771,18.0
Catamarca,750,13.0
Catamarca,017,4.0
Chaco,822,9120.0
Chaco,410,3661.0
Chaco,360,3127.0
Chaco,011,2404.0
Chaco,949,2396.0
Chaco,475,2392.0
Chaco,477,2316.0
Chaco,801,2168.0
Chaco,471,2163.0
Chaco,463,1990.0
Chaco,492,1839.0
Chaco,851,1773.0
Chaco,854,1302.0
Chaco,351,1061.0
Chaco,131,1018.0
Chaco,451,955.0
Chaco,014,951.0
Chaco,472,909.0
Chaco,466,890.0
Chaco,429,881.0
Chaco,464,823.0
Chaco,022,818.0
Chaco,869,744.0
Chaco,201,737.0
Chaco,561,669.0
Chaco,641,666.0
Chaco,473,598.0
Chaco,421,576.0
Chaco,861,570.0
Chaco,942,520.0
Chaco,812,517.0
Chaco,852,503.0
Chaco,453,463.0
Chaco,920,445.0
Chaco,239,441.0
Chaco,870,416.0
Chaco,631,401.0
Chaco,432,394.0
Chaco,829,392.0
Chaco,107,358.0
Chaco,530,349.0
Chaco,611,341.0
Chaco,863,336.0
Chaco,711,331.0
Chaco,651,320.0
Chaco,476,315.0
Chaco,310,307.0
Chaco,491,298.0
Chaco,853,282.0
Chaco,461,253.0
Chaco,222,227.0
Chaco,462,207.0
Chaco,465,205.0
Chaco,422,190.0
Chaco,960,190.0
Chaco,649,184.0
Chaco,551,183.0
Chaco,841,174.0
Chaco,474,171.0
Chaco,309,169.0
Chaco,101,169.0
Chaco,864,157.0
Chaco,454,146.0
Chaco,452,137.0
Chaco,523,136.0
Chaco,161,133.0
Chaco,106,126.0
Chaco,479,118.0
Chaco,681,116.0
Chaco,862,116.0
Chaco,731,106.0
Chaco,181,103.0
Chaco,104,103.0
Chaco,139,98.0
Chaco,941,85.0
Chaco,439,82.0
Chaco,431,78.0
Chaco,614,74.0
Chaco,619,73.0
Chaco,162,65.0
Chaco,662,61.0
Chaco,791,56.0
Chaco,016,55.0
Chaco,013,53.0
Chaco,108,49.0
Chaco,601,46.0
Chaco,712,43.0
Chaco,524,42.0
Chaco,110,41.0
Chaco,081,35.0
Chaco,702,27.0
Chaco,469,22.0
Chaco,562,21.0
Chaco,750,18.0
Chaco,661,16.0
Chaco,329,13.0
Chaco,952,11.0
Chubut,091,11155.0
Chubut,102,5199.0
Chubut,410,3925.0
Chubut,031,3520.0
Chubut,471,3237.0
Chubut,492,2942.0
Chubut,477,2820.0
Chubut,463,2636.0
Chubut,061,2623.0
Chubut,351,2430.0
Chubut,472,2012.0
Chubut,869,1871.0
Chubut,475,1757.0
Chubut,521,1612.0
Chubut,429,1554.0
Chubut,242,1489.0
Chubut,561,1340.0
Chubut,014,1296.0
Chubut,801,1162.0
Chubut,473,1138.0
Chubut,949,1077.0
Chubut,451,1064.0
Chubut,012,1042.0
Chubut,641,1027.0
Chubut,431,781.0
Chubut,551,773.0
Chubut,422,706.0
Chubut,920,666.0
Chubut,651,655.0
Chubut,107,629.0
Chubut,852,620.0
Chubut,452,586.0
Chubut,131,562.0
Chubut,942,551.0
Chubut,711,493.0
Chubut,523,492.0
Chubut,863,485.0
Chubut,453,448.0
Chubut,251,429.0
Chubut,381,387.0
Chubut,110,382.0
Chubut,829,335.0
Chubut,011,313.0
Chubut,259,302.0
Chubut,439,272.0
Chubut,382,269.0
Chubut,812,266.0
Chubut,530,265.0
Chubut,331,257.0
Chubut,432,255.0
Chubut,476,247.0
Chubut,101,235.0
Chubut,081,232.0
Chubut,841,231.0
Chubut,562,223.0
Chubut,464,222.0
Chubut,854,219.0
Chubut,239,202.0
Chubut,692,191.0
Chubut,842,184.0
Chubut,960,182.0
Chubut,602,177.0
Chubut,662,173.0
Chubut,691,165.0
Chubut,466,159.0
Chubut,864,159.0
Chubut,301,157.0
Chubut,524,150.0
Chubut,702,148.0
Chubut,601,130.0
Chubut,681,128.0
Chubut,581,127.0
Chubut,862,127.0
Chubut,016,120.0
Chubut,089,112.0
Chubut,771,94.0
Chubut,773,84.0
Chubut,501,78.0
Chubut,474,72.0
Chubut,013,72.0
Chubut,352,60.0
Chubut,099,58.0
Chubut,390,54.0
Chubut,750,50.0
Chubut,522,47.0
Chubut,900,44.0
Chubut,931,41.0
Chubut,614,35.0
Chubut,620,35.0
Chubut,265,32.0
Chubut,462,31.0
Chubut,433,30.0
Chubut,162,30.0
Chubut,221,25.0
Chubut,682,23.0
Chubut,465,22.0
Chubut,639,17.0
Chubut,552,16.0
Chubut,329,15.0
Chubut,204,13.0
Chubut,910,13.0
Chubut,479,13.0
Chubut,951,12.0
Chubut,478,11.0
Chubut,461,10.0
Ciudad Autónoma de Buenos Aires,620,93677.0
Ciudad Autónoma de Buenos Aires,949,77005.0
Ciudad Autónoma de Buenos Aires,561,58100.0
Ciudad Autónoma de Buenos Aires,812,52602.0
Ciudad Autónoma de Buenos Aires,641,50136.0
Ciudad Autónoma de Buenos Aires,801,47219.0
Ciudad Autónoma de Buenos Aires,410,47087.0
Ciudad Autónoma de Buenos Aires,651,46688.0
Ciudad Autónoma de Buenos Aires,492,44241.0
Ciudad Autónoma de Buenos Aires,829,43981.0
Ciudad Autónoma de Buenos Aires,869,42471.0
Ciudad Autónoma de Buenos Aires,851,40956.0
Ciudad Autónoma de Buenos Aires,477,36818.0
Ciudad Autónoma de Buenos Aires,464,35297.0
Ciudad Autónoma de Buenos Aires,853,27371.0
Ciudad Autónoma de Buenos Aires,702,25285.0
Ciudad Autónoma de Buenos Aires,861,24759.0
Ciudad Autónoma de Buenos Aires,471,23544.0
Ciudad Autónoma de Buenos Aires,523,18365.0
Ciudad Autónoma de Buenos Aires,780,18096.0
Ciudad Autónoma de Buenos Aires,210,16891.0
Ciudad Autónoma de Buenos Aires,465,16428.0
Ciudad Autónoma de Buenos Aires,530,15959.0
Ciudad Autónoma de Buenos Aires,692,15862.0
Ciudad Autónoma de Buenos Aires,524,15645.0
Ciudad Autónoma de Buenos Aires,551,14976.0
Ciudad Autónoma de Buenos Aires,141,14783.0
Ciudad Autónoma de Buenos Aires,107,14768.0
Ciudad Autónoma de Buenos Aires,491,14608.0
Ciudad Autónoma de Buenos Aires,731,14366.0
Ciudad Autónoma de Buenos Aires,822,13726.0
Ciudad Autónoma de Buenos Aires,611,12483.0
Ciudad Autónoma de Buenos Aires,682,11922.0
Ciudad Autónoma de Buenos Aires,942,11664.0
Ciudad Autónoma de Buenos Aires,931,11397.0
Ciudad Autónoma de Buenos Aires,475,11168.0
Ciudad Autónoma de Buenos Aires,711,10805.0
Ciudad Autónoma de Buenos Aires,691,10745.0
Ciudad Autónoma de Buenos Aires,863,10720.0
Ciudad Autónoma de Buenos Aires,432,10629.0
Ciudad Autónoma de Buenos Aires,852,10462.0
Ciudad Autónoma de Buenos Aires,472,10450.0
Ciudad Autónoma de Buenos Aires,381,10398.0
Ciudad Autónoma de Buenos Aires,681,9895.0
Ciudad Autónoma de Buenos Aires,602,9136.0
Ciudad Autónoma de Buenos Aires,511,8574.0
Ciudad Autónoma de Buenos Aires,469,8266.0
Ciudad Autónoma de Buenos Aires,463,8188.0
Ciudad Autónoma de Buenos Aires,422,8082.0
Ciudad Autónoma de Buenos Aires,562,7983.0
Ciudad Autónoma de Buenos Aires,960,7955.0
Ciudad Autónoma de Buenos Aires,791,7858.0
Ciudad Autónoma de Buenos Aires,451,7845.0
Ciudad Autónoma de Buenos Aires,649,7454.0
Ciudad Autónoma de Buenos Aires,591,7306.0
Ciudad Autónoma de Buenos Aires,870,7298.0
Ciudad Autónoma de Buenos Aires,202,7037.0
Ciudad Autónoma de Buenos Aires,421,6846.0
Ciudad Autónoma de Buenos Aires,014,6769.0
Ciudad Autónoma de Buenos Aires,139,6734.0
Ciudad Autónoma de Buenos Aires,061,6602.0
Ciudad Autónoma de Buenos Aires,466,6521.0
Ciudad Autónoma de Buenos Aires,181,6323.0
Ciudad Autónoma de Buenos Aires,351,5998.0
Ciudad Autónoma de Buenos Aires,854,5879.0
Ciudad Autónoma de Buenos Aires,661,5839.0
Ciudad Autónoma de Buenos Aires,631,5718.0
Ciudad Autónoma de Buenos Aires,453,5690.0
Ciudad Autónoma de Buenos Aires,581,5669.0
Ciudad Autónoma de Buenos Aires,920,4947.0
Ciudad Autónoma de Buenos Aires,662,4895.0
Ciudad Autónoma de Buenos Aires,429,4825.0
Ciudad Autónoma de Buenos Aires,862,4816.0
Ciudad Autónoma de Buenos Aires,476,4592.0
Ciudad Autónoma de Buenos Aires,110,4474.0
Ciudad Autónoma de Buenos Aires,101,4396.0
Ciudad Autónoma de Buenos Aires,259,4215.0
Ciudad Autónoma de Buenos Aires,461,4171.0
Ciudad Autónoma de Buenos Aires,721,4093.0
Ciudad Autónoma de Buenos Aires,011,4000.0
Ciudad Autónoma de Buenos Aires,474,3692.0
Ciudad Autónoma de Buenos Aires,452,3580.0
Ciudad Autónoma de Buenos Aires,864,3542.0
Ciudad Autónoma de Buenos Aires,091,3501.0
Ciudad Autónoma de Buenos Aires,841,3434.0
Ciudad Autónoma de Buenos Aires,105,3417.0
Ciudad Autónoma de Buenos Aires,473,3415.0
Ciudad Autónoma de Buenos Aires,749,3204.0
Ciudad Autónoma de Buenos Aires,900,3200.0
Ciudad Autónoma de Buenos Aires,612,3148.0
Ciudad Autónoma de Buenos Aires,360,3145.0
Ciudad Autónoma de Buenos Aires,170,2972.0
Ciudad Autónoma de Buenos Aires,439,2900.0
Ciudad Autónoma de Buenos Aires,479,2850.0
Ciudad Autónoma de Buenos Aires,941,2737.0
Ciudad Autónoma de Buenos Aires,222,2691.0
Ciudad Autónoma de Buenos Aires,281,2097.0
Ciudad Autónoma de Buenos Aires,310,2044.0
Ciudad Autónoma de Buenos Aires,501,1971.0
Ciudad Autónoma de Buenos Aires,329,1904.0
Ciudad Autónoma de Buenos Aires,619,1869.0
Ciudad Autónoma de Buenos Aires,522,1817.0
Ciudad Autónoma de Buenos Aires,152,1772.0
Ciudad Autónoma de Buenos Aires,131,1721.0
Ciudad Autónoma de Buenos Aires,262,1716.0
Ciudad Autónoma de Buenos Aires,712,1691.0
Ciudad Autónoma de Buenos Aires,939,1682.0
Ciudad Autónoma de Buenos Aires,352,1615.0
Ciudad Autónoma de Buenos Aires,239,1578.0
Ciudad Autónoma de Buenos Aires,275,1571.0
Ciudad Autónoma de Buenos Aires,601,1557.0
Ciudad Autónoma de Buenos Aires,143,1555.0
Ciudad Autónoma de Buenos Aires,951,1529.0
Ciudad Autónoma de Buenos Aires,502,1419.0
Ciudad Autónoma de Buenos Aires,813,1418.0
Ciudad Autónoma de Buenos Aires,293,1361.0
Ciudad Autónoma de Buenos Aires,990,1347.0
Ciudad Autónoma de Buenos Aires,241,1347.0
Ciudad Autónoma de Buenos Aires,431,1324.0
Ciudad Autónoma de Buenos Aires,732,1214.0
Ciudad Autónoma de Buenos Aires,773,1173.0
Ciudad Autónoma de Buenos Aires,282,1166.0
Ciudad Autónoma de Buenos Aires,639,1148.0
Ciudad Autónoma de Buenos Aires,279,1142.0
Ciudad Autónoma de Buenos Aires,266,1121.0
Ciudad Autónoma de Buenos Aires,614,1120.0
Ciudad Autónoma de Buenos Aires,521,1118.0
Ciudad Autónoma de Buenos Aires,271,1042.0
Ciudad Autónoma de Buenos Aires,201,1016.0
Ciudad Autónoma de Buenos Aires,331,991.0
Ciudad Autónoma de Buenos Aires,251,990.0
Ciudad Autónoma de Buenos Aires,104,949.0
Ciudad Autónoma de Buenos Aires,433,936.0
Ciudad Autónoma de Buenos Aires,151,896.0
Ciudad Autónoma de Buenos Aires,454,876.0
Ciudad Autónoma de Buenos Aires,016,861.0
Ciudad Autónoma de Buenos Aires,462,815.0
Ciudad Autónoma de Buenos Aires,771,756.0
Ciudad Autónoma de Buenos Aires,301,715.0
Ciudad Autónoma de Buenos Aires,031,709.0
Ciudad Autónoma de Buenos Aires,081,700.0
Ciudad Autónoma de Buenos Aires,823,686.0
Ciudad Autónoma de Buenos Aires,265,669.0
Ciudad Autónoma de Buenos Aires,910,669.0
Ciudad Autónoma de Buenos Aires,221,650.0
Ciudad Autónoma de Buenos Aires,192,647.0
Ciudad Autónoma de Buenos Aires,663,636.0
Ciudad Autónoma de Buenos Aires,106,611.0
Ciudad Autónoma de Buenos Aires,273,558.0
Ciudad Autónoma de Buenos Aires,062,552.0
Ciudad Autónoma de Buenos Aires,741,541.0
Ciudad Autónoma de Buenos Aires,821,535.0
Ciudad Autónoma de Buenos Aires,013,529.0
Ciudad Autónoma de Buenos Aires,162,526.0
Ciudad Autónoma de Buenos Aires,264,484.0
Ciudad Autónoma de Buenos Aires,512,479.0
Ciudad Autónoma de Buenos Aires,952,397.0
Ciudad Autónoma de Buenos Aires,493,393.0
Ciudad Autónoma de Buenos Aires,880,393.0
Ciudad Autónoma de Buenos Aires,108,348.0
Ciudad Autónoma de Buenos Aires,390,344.0
Ciudad Autónoma de Buenos Aires,089,332.0
Ciudad Autónoma de Buenos Aires,750,331.0
Ciudad Autónoma de Buenos Aires,267,318.0
Ciudad Autónoma de Buenos Aires,722,287.0
Ciudad Autónoma de Buenos Aires,263,276.0
Ciudad Autónoma de Buenos Aires,303,261.0
Ciudad Autónoma de Buenos Aires,643,261.0
Ciudad Autónoma de Buenos Aires,324,248.0
Ciudad Autónoma de Buenos Aires,274,245.0
Ciudad Autónoma de Buenos Aires,231,238.0
Ciudad Autónoma de Buenos Aires,012,218.0
Ciudad Autónoma de Buenos Aires,321,217.0
Ciudad Autónoma de Buenos Aires,292,209.0
Ciudad Autónoma de Buenos Aires,652,204.0
Ciudad Autónoma de Buenos Aires,099,186.0
Ciudad Autónoma de Buenos Aires,302,182.0
Ciudad Autónoma de Buenos Aires,478,178.0
Ciudad Autónoma de Buenos Aires,103,166.0
Ciudad Autónoma de Buenos Aires,022,160.0
Ciudad Autónoma de Buenos Aires,309,143.0
Ciudad Autónoma de Buenos Aires,742,138.0
Ciudad Autónoma de Buenos Aires,613,137.0
Ciudad Autónoma de Buenos Aires,592,132.0
Ciudad Autónoma de Buenos Aires,161,129.0
Ciudad Autónoma de Buenos Aires,842,128.0
Ciudad Autónoma de Buenos Aires,261,120.0
Ciudad Autónoma de Buenos Aires,772,113.0
Ciudad Autónoma de Buenos Aires,182,111.0
Ciudad Autónoma de Buenos Aires,855,111.0
Ciudad Autónoma de Buenos Aires,021,110.0
Ciudad Autónoma de Buenos Aires,370,103.0
Ciudad Autónoma de Buenos Aires,811,102.0
Ciudad Autónoma de Buenos Aires,149,79.0
Ciudad Autónoma de Buenos Aires,243,75.0
Ciudad Autónoma de Buenos Aires,323,75.0
Ciudad Autónoma de Buenos Aires,242,64.0
Ciudad Autónoma de Buenos Aires,774,62.0
Ciudad Autónoma de Buenos Aires,272,49.0
Ciudad Autónoma de Buenos Aires,382,47.0
Ciudad Autónoma de Buenos Aires,653,35.0
Ciudad Autónoma de Buenos Aires,332,27.0
Ciudad Autónoma de Buenos Aires,024,25.0
Ciudad Autónoma de Buenos Aires,191,18.0
Ciudad Autónoma de Buenos Aires,642,18.0
Ciudad Autónoma de Buenos Aires,552,18.0
Ciudad Autónoma de Buenos Aires,017,13.0
Ciudad Autónoma de Buenos Aires,970,13.0
Ciudad Autónoma de Buenos Aires,142,11.0
Ciudad Autónoma de Buenos Aires,203,9.0
Corrientes,014,4267.0
Corrientes,471,2466.0
Corrientes,410,2453.0
Corrientes,492,2335.0
Corrientes,477,2144.0
Corrientes,161,2099.0
Corrientes,107,2098.0
Corrientes,131,1894.0
Corrientes,351,1653.0
Corrientes,016,1487.0
Corrientes,475,1388.0
Corrientes,011,1353.0
Corrientes,812,1306.0
Corrientes,464,1183.0
Corrientes,801,1141.0
Corrientes,949,1107.0
Corrientes,022,1059.0
Corrientes,561,1053.0
Corrientes,472,946.0
Corrientes,463,937.0
Corrientes,852,924.0
Corrientes,853,906.0
Corrientes,562,892.0
Corrientes,851,887.0
Corrientes,012,872.0
Corrientes,461,865.0
Corrientes,641,744.0
Corrientes,024,739.0
Corrientes,162,727.0
Corrientes,103,618.0
Corrientes,429,609.0
Corrientes,869,605.0
Corrientes,473,598.0
Corrientes,960,589.0
Corrientes,451,576.0
Corrientes,106,533.0
Corrientes,110,516.0
Corrientes,861,473.0
Corrientes,360,464.0
Corrientes,421,441.0
Corrientes,829,392.0
Corrientes,920,376.0
Corrientes,551,299.0
Corrientes,422,287.0
Corrientes,702,282.0
Corrientes,476,266.0
Corrientes,239,243.0
Corrientes,854,236.0
Corrientes,931,222.0
Corrientes,201,216.0
Corrientes,942,210.0
Corrientes,453,203.0
Corrientes,466,203.0
Corrientes,611,200.0
Corrientes,651,188.0
Corrientes,474,186.0
Corrientes,462,173.0
Corrientes,863,171.0
Corrientes,601,157.0
Corrientes,581,153.0
Corrientes,530,148.0
Corrientes,711,134.0
Corrientes,941,132.0
Corrientes,089,131.0
Corrientes,864,129.0
Corrientes,469,126.0
Corrientes,202,124.0
Corrientes,491,122.0
Corrientes,021,121.0
Corrientes,081,120.0
Corrientes,432,118.0
Corrientes,681,113.0
Corrientes,259,109.0
Corrientes,433,99.0
Corrientes,649,99.0
Corrientes,614,94.0
Corrientes,692,85.0
Corrientes,465,76.0
Corrientes,773,73.0
Corrientes,862,71.0
Corrientes,523,70.0
Corrientes,454,68.0
Corrientes,841,68.0
Corrientes,251,66.0
Corrientes,452,63.0
Corrientes,691,58.0
Corrientes,662,51.0
Corrientes,619,46.0
Corrientes,880,44.0
Corrientes,952,42.0
Corrientes,479,39.0
Corrientes,939,29.0
Corrientes,013,23.0
Corrientes,750,18.0
Corrientes,910,16.0
Córdoba,492,21349.0
Córdoba,851,17959.0
Córdoba,011,14598.0
Córdoba,107,14460.0
Córdoba,410,13772.0
Córdoba,477,13622.0
Córdoba,812,13116.0
Córdoba,822,12735.0
Córdoba,852,11567.0
Córdoba,561,10821.0
Córdoba,471,10584.0
Córdoba,014,10274.0
Córdoba,620,10155.0
Córdoba,351,8358.0
Córdoba,949,8046.0
Córdoba,461,7975.0
Córdoba,293,7903.0
Córdoba,282,7490.0
Córdoba,475,7452.0
Córdoba,801,7047.0
Córdoba,464,6952.0
Córdoba,463,6886.0
Córdoba,861,6803.0
Córdoba,869,6617.0
Córdoba,466,6501.0
Córdoba,853,6495.0
Córdoba,473,6363.0
Córdoba,105,6041.0
Córdoba,829,5728.0
Córdoba,421,5428.0
Córdoba,101,5042.0
Córdoba,472,4904.0
Córdoba,451,4826.0
Córdoba,291,4779.0
Córdoba,863,4569.0
Córdoba,239,4106.0
Córdoba,251,3632.0
Córdoba,651,3454.0
Córdoba,259,3444.0
Córdoba,780,3423.0
Córdoba,453,3394.0
Córdoba,551,3365.0
Córdoba,422,3363.0
Córdoba,942,3298.0
Córdoba,641,3283.0
Córdoba,465,3098.0
Córdoba,016,3048.0
Córdoba,222,2870.0
Córdoba,110,2640.0
Córdoba,432,2530.0
Córdoba,469,2509.0
Córdoba,681,2463.0
Córdoba,202,2363.0
Córdoba,429,2188.0
Córdoba,104,2138.0
Córdoba,562,2015.0
Córdoba,462,1991.0
Córdoba,611,1975.0
Córdoba,310,1971.0
Córdoba,106,1933.0
Córdoba,275,1923.0
Córdoba,931,1697.0
Córdoba,452,1659.0
Córdoba,870,1575.0
Córdoba,523,1515.0
Córdoba,711,1514.0
Córdoba,841,1512.0
Córdoba,281,1505.0
Córdoba,864,1490.0
Córdoba,141,1434.0
Córdoba,649,1406.0
Córdoba,108,1387.0
Córdoba,960,1357.0
Córdoba,303,1347.0
Córdoba,170,1273.0
Córdoba,854,1205.0
Córdoba,476,1179.0
Córdoba,702,1173.0
Córdoba,329,1164.0
Córdoba,381,1157.0
Córdoba,266,1145.0
Córdoba,612,1142.0
Córdoba,530,1135.0
Córdoba,221,1068.0
Córdoba,692,1065.0
Córdoba,941,1042.0
Córdoba,139,1026.0
Córdoba,081,1011.0
Córdoba,271,978.0
Córdoba,862,975.0
Córdoba,439,967.0
Córdoba,691,937.0
Córdoba,162,931.0
Córdoba,474,930.0
Córdoba,900,907.0
Córdoba,360,899.0
