Departamento_id,Cantidad_Habitantes,RangoEdad
82126,5177.0,rango_0_5
82126,4917.0,rango_13_17
82126,7148.0,rango_6_12
82133,39307.0,mayores_18
82133,4985.0,rango_0_5
82133,4625.0,rango_13_17
82133,6546.0,rango_6_12
86007,6310.0,mayores_18
86007,804.0,rango_0_5
86007,781.0,rango_13_17
86007,1064.0,rango_6_12
86014,12973.0,mayores_18
86014,2298.0,rango_0_5
86014,1979.0,rango_13_17
86014,2854.0,rango_6_12
86021,9611.0,mayores_18
86021,1520.0,rango_0_5
86021,1595.0,rango_13_17
86021,2168.0,rango_6_12
86028,16507.0,mayores_18
86028,2758.0,rango_0_5
86028,2670.0,rango_13_17
86028,3527.0,rango_6_12
86035,118446.0,mayores_18
86035,16118.0,rango_0_5
86035,14237.0,rango_13_17
86035,21600.0,rango_6_12
86042,7586.0,mayores_18
86042,1033.0,rango_0_5
86042,897.0,rango_13_17
86042,1293.0,rango_6_12
86049,240062.0,mayores_18
86049,26352.0,rango_0_5
86049,25179.0,rango_13_17
86049,37231.0,rango_6_12
86056,23107.0,mayores_18
86056,3908.0,rango_0_5
86056,3672.0,rango_13_17
86056,4966.0,rango_6_12
86063,30840.0,mayores_18
86063,3746.0,rango_0_5
86063,3830.0,rango_13_17
86063,5276.0,rango_6_12
86070,13221.0,mayores_18
86070,2127.0,rango_0_5
86070,2095.0,rango_13_17
86070,2803.0,rango_6_12
86077,30915.0,mayores_18
86077,4772.0,rango_0_5
86077,4575.0,rango_13_17
86077,6042.0,rango_6_12
86084,6470.0,mayores_18
86084,900.0,rango_0_5
86084,786.0,rango_13_17
86084,1095.0,rango_6_12
86091,12684.0,mayores_18
86091,1847.0,rango_0_5
86091,1715.0,rango_13_17
86091,2376.0,rango_6_12
86098,13212.0,mayores_18
86098,2152.0,rango_0_5
86098,2199.0,rango_13_17
86098,3004.0,rango_6_12
86105,16568.0,mayores_18
86105,2243.0,rango_0_5
86105,2185.0,rango_13_17
86105,3051.0,rango_6_12
86112,1049.0,mayores_18
86112,112.0,rango_0_5
86112,136.0,rango_13_17
86112,143.0,rango_6_12
86119,25730.0,mayores_18
86119,4608.0,rango_0_5
86119,4379.0,rango_13_17
86119,5635.0,rango_6_12
86126,10564.0,mayores_18
86126,1392.0,rango_0_5
86126,1338.0,rango_13_17
86126,1714.0,rango_6_12
86133,17466.0,mayores_18
86133,2632.0,rango_0_5
86133,2461.0,rango_13_17
86133,3634.0,rango_6_12
86140,8369.0,mayores_18
86140,1286.0,rango_0_5
86140,1096.0,rango_13_17
86140,1585.0,rango_6_12
86147,45954.0,mayores_18
86147,6377.0,rango_0_5
86147,5737.0,rango_13_17
86147,8569.0,rango_6_12
86154,3733.0,mayores_18
86154,487.0,rango_0_5
86154,445.0,rango_13_17
86154,649.0,rango_6_12
86161,36258.0,mayores_18
86161,5435.0,rango_0_5
86161,5013.0,rango_13_17
86161,7173.0,rango_6_12
86168,8344.0,mayores_18
86168,1294.0,rango_0_5
86168,1391.0,rango_13_17
86168,1746.0,rango_6_12
86175,7160.0,mayores_18
86175,1183.0,rango_0_5
86175,1238.0,rango_13_17
86175,1602.0,rango_6_12
86182,3278.0,mayores_18
86182,533.0,rango_0_5
86182,501.0,rango_13_17
86182,722.0,rango_6_12
86189,6838.0,mayores_18
86189,861.0,rango_0_5
86189,894.0,rango_13_17
86189,1173.0,rango_6_12
90007,30963.0,mayores_18
90007,4330.0,rango_0_5
90007,4132.0,rango_13_17
90007,6034.0,rango_6_12
90014,157403.0,mayores_18
90014,21071.0,rango_0_5
90014,19840.0,rango_13_17
90014,29374.0,rango_6_12
90021,66547.0,mayores_18
90021,7651.0,rango_0_5
90021,7391.0,rango_13_17
90021,10719.0,rango_6_12
90028,29107.0,mayores_18
90028,4239.0,rango_0_5
90028,3834.0,rango_13_17
90028,5489.0,rango_6_12
90035,10898.0,mayores_18
90035,1434.0,rango_0_5
90035,1327.0,rango_13_17
90035,1880.0,rango_6_12
90042,24812.0,mayores_18
90042,2908.0,rango_0_5
90042,2901.0,rango_13_17
90042,4124.0,rango_6_12
90049,14833.0,mayores_18
90049,1894.0,rango_0_5
90049,1912.0,rango_13_17
90049,2557.0,rango_6_12
90056,47139.0,mayores_18
90056,5678.0,rango_0_5
90056,5643.0,rango_13_17
90056,7892.0,rango_6_12
90063,63856.0,mayores_18
90063,8542.0,rango_0_5
90063,8372.0,rango_13_17
90063,12694.0,rango_6_12
90070,55105.0,mayores_18
90070,6523.0,rango_0_5
90070,6561.0,rango_13_17
90070,9280.0,rango_6_12
90077,46268.0,mayores_18
90077,5525.0,rango_0_5
90077,5394.0,rango_13_17
90077,7740.0,rango_6_12
90084,441113.0,mayores_18
90084,44089.0,rango_0_5
90084,41745.0,rango_13_17
90084,60342.0,rango_6_12
90091,26378.0,mayores_18
90091,3132.0,rango_0_5
90091,3009.0,rango_13_17
90091,4427.0,rango_6_12
90098,16192.0,mayores_18
90098,1828.0,rango_0_5
90098,1756.0,rango_13_17
90098,2606.0,rango_6_12
90105,121308.0,mayores_18
90105,15052.0,rango_0_5
90105,14773.0,rango_13_17
90105,21744.0,rango_6_12
90112,16369.0,mayores_18
90112,2185.0,rango_0_5
90112,2030.0,rango_13_17
90112,2854.0,rango_6_12
90119,74009.0,mayores_18
90119,8420.0,rango_0_5
90119,8300.0,rango_13_17
90119,11860.0,rango_6_12
94008,70726.0,mayores_18
94008,8087.0,rango_0_5
94008,8293.0,rango_13_17
94008,11816.0,rango_6_12
94011,4071.0,mayores_18
94011,581.0,rango_0_5
94011,543.0,rango_13_17
94011,832.0,rango_6_12
94015,58739.0,mayores_18
94015,6135.0,rango_0_5
94015,6237.0,rango_13_17
94015,8898.0,rango_6_12
