Departamento_id,Cantidad_Habitantes,RangoEdad
6147,1796.0,rango_13_17
6147,2491.0,rango_6_12
6154,10287.0,mayores_18
6154,1107.0,rango_0_5
6154,1056.0,rango_13_17
6154,1557.0,rango_6_12
6161,12539.0,mayores_18
6161,1443.0,rango_0_5
6161,1436.0,rango_13_17
6161,1927.0,rango_6_12
6168,7032.0,mayores_18
6168,760.0,rango_0_5
6168,746.0,rango_13_17
6168,1013.0,rango_6_12
6175,20392.0,mayores_18
6175,2014.0,rango_0_5
6175,2149.0,rango_13_17
6175,2851.0,rango_6_12
6182,48408.0,mayores_18
6182,4705.0,rango_0_5
6182,5357.0,rango_13_17
6182,7353.0,rango_6_12
6189,11825.0,mayores_18
6189,1131.0,rango_0_5
6189,1230.0,rango_13_17
6189,1609.0,rango_6_12
6196,17609.0,mayores_18
6196,1890.0,rango_0_5
6196,1820.0,rango_13_17
6196,2791.0,rango_6_12
6203,31410.0,mayores_18
6203,2881.0,rango_0_5
6203,3004.0,rango_13_17
6203,4418.0,rango_6_12
6210,39536.0,mayores_18
6210,3518.0,rango_0_5
6210,4011.0,rango_13_17
6210,5344.0,rango_6_12
6218,30452.0,mayores_18
6218,3167.0,rango_0_5
6218,3596.0,rango_13_17
6218,4976.0,rango_6_12
6224,53029.0,mayores_18
6224,4906.0,rango_0_5
6224,5438.0,rango_13_17
6224,7181.0,rango_6_12
6231,13402.0,mayores_18
6231,1395.0,rango_0_5
6231,1545.0,rango_13_17
6231,1986.0,rango_6_12
6238,22930.0,mayores_18
6238,2569.0,rango_0_5
6238,2537.0,rango_13_17
6238,3369.0,rango_6_12
6245,45776.0,mayores_18
6245,4917.0,rango_0_5
6245,5509.0,rango_13_17
6245,7776.0,rango_6_12
6252,180663.0,mayores_18
6252,21900.0,rango_0_5
6252,21525.0,rango_13_17
6252,31983.0,rango_6_12
6260,240577.0,mayores_18
6260,27670.0,rango_0_5
6260,28521.0,rango_13_17
6260,41112.0,rango_6_12
6266,28474.0,mayores_18
6266,3424.0,rango_0_5
6266,3218.0,rango_13_17
6266,4920.0,rango_6_12
6270,138248.0,mayores_18
6270,17155.0,rango_0_5
6270,17602.0,rango_13_17
6270,25615.0,rango_6_12
6274,335207.0,mayores_18
6274,44663.0,rango_0_5
6274,43778.0,rango_13_17
6274,64455.0,rango_6_12
6277,7658.0,mayores_18
6277,876.0,rango_0_5
6277,950.0,rango_13_17
6277,1275.0,rango_6_12
6280,33423.0,mayores_18
6280,3570.0,rango_0_5
6280,3492.0,rango_13_17
6280,4822.0,rango_6_12
6287,7493.0,mayores_18
6287,758.0,rango_0_5
6287,762.0,rango_13_17
6287,1137.0,rango_6_12
6294,12327.0,mayores_18
6294,1212.0,rango_0_5
6294,1157.0,rango_13_17
6294,1535.0,rango_6_12
6301,15193.0,mayores_18
6301,1618.0,rango_0_5
6301,1591.0,rango_13_17
6301,2272.0,rango_6_12
6308,2314.0,mayores_18
6308,236.0,rango_0_5
6308,269.0,rango_13_17
6308,338.0,rango_6_12
6315,16384.0,mayores_18
6315,1548.0,rango_0_5
6315,1997.0,rango_13_17
6315,2637.0,rango_6_12
6322,8576.0,mayores_18
6322,866.0,rango_0_5
6322,830.0,rango_13_17
6322,1263.0,rango_6_12
6329,12930.0,mayores_18
6329,1466.0,rango_0_5
6329,1530.0,rango_13_17
6329,2054.0,rango_6_12
6336,3355.0,mayores_18
6336,419.0,rango_0_5
6336,436.0,rango_13_17
6336,636.0,rango_6_12
6343,10163.0,mayores_18
6343,1095.0,rango_0_5
6343,1178.0,rango_13_17
6343,1705.0,rango_6_12
6351,9441.0,mayores_18
6351,1104.0,rango_0_5
6351,976.0,rango_13_17
6351,1321.0,rango_6_12
6357,509165.0,mayores_18
6357,41427.0,rango_0_5
6357,47412.0,rango_13_17
6357,62565.0,rango_6_12
6364,93973.0,mayores_18
6364,14137.0,rango_0_5
6364,13235.0,rango_13_17
6364,20970.0,rango_6_12
6371,339021.0,mayores_18
6371,28038.0,rango_0_5
6371,32905.0,rango_13_17
6371,44539.0,rango_6_12
6385,16514.0,mayores_18
6385,1801.0,rango_0_5
6385,1677.0,rango_13_17
6385,2538.0,rango_6_12
6392,25341.0,mayores_18
6392,2797.0,rango_0_5
6392,2911.0,rango_13_17
6392,4006.0,rango_6_12
6399,8779.0,mayores_18
6399,822.0,rango_0_5
6399,872.0,rango_13_17
6399,1189.0,rango_6_12
6406,7865.0,mayores_18
6406,789.0,rango_0_5
6406,817.0,rango_13_17
6406,1110.0,rango_6_12
6408,140963.0,mayores_18
6408,11620.0,rango_0_5
6408,13912.0,rango_13_17
6408,18866.0,rango_6_12
6410,136244.0,mayores_18
6410,10707.0,rango_0_5
6410,13340.0,rango_13_17
6410,17692.0,rango_6_12
6412,226073.0,mayores_18
6412,29597.0,rango_0_5
6412,28541.0,rango_13_17
6412,42316.0,rango_6_12
6413,75642.0,mayores_18
6413,7543.0,rango_0_5
6413,7346.0,rango_13_17
6413,10433.0,rango_6_12
6420,73134.0,mayores_18
6420,7455.0,rango_0_5
6420,8447.0,rango_13_17
6420,11364.0,rango_6_12
6427,1302668.0,mayores_18
6427,157034.0,rango_0_5
6427,151594.0,rango_13_17
6427,225872.0,rango_6_12
6434,354375.0,mayores_18
6434,28133.0,rango_0_5
6434,33067.0,rango_13_17
6434,44506.0,rango_6_12
6441,571484.0,mayores_18
6441,52075.0,rango_0_5
6441,54517.0,rango_13_17
6441,77998.0,rango_6_12
6448,8232.0,mayores_18
6448,901.0,rango_0_5
6448,997.0,rango_13_17
6448,1366.0,rango_6_12
6455,20279.0,mayores_18
6455,1982.0,rango_0_5
6455,2104.0,rango_13_17
6455,2771.0,rango_6_12
6462,12535.0,mayores_18
6462,1361.0,rango_0_5
6462,1419.0,rango_13_17
6462,1838.0,rango_6_12
6466,4617.0,mayores_18
6466,443.0,rango_0_5
6466,471.0,rango_13_17
6466,639.0,rango_6_12
6469,33539.0,mayores_18
6469,3480.0,rango_0_5
6469,3498.0,rango_13_17
6469,4674.0,rango_6_12
6476,13552.0,mayores_18
6476,1302.0,rango_0_5
6476,1387.0,rango_13_17
6476,1865.0,rango_6_12
6483,30086.0,mayores_18
6483,3294.0,rango_0_5
6483,3370.0,rango_13_17
6483,4668.0,rango_6_12
6490,503421.0,mayores_18
6490,50825.0,rango_0_5
6490,54431.0,rango_13_17
6490,76967.0,rango_6_12
6497,80791.0,mayores_18
6497,8352.0,rango_0_5
6497,8627.0,rango_13_17
6497,12341.0,rango_6_12
6505,16067.0,mayores_18
6505,1935.0,rango_0_5
6505,1883.0,rango_13_17
6505,2768.0,rango_6_12
6511,8314.0,mayores_18
6511,861.0,rango_0_5
6511,844.0,rango_13_17
6511,1234.0,rango_6_12
6515,254029.0,mayores_18
6515,25943.0,rango_0_5
6515,29110.0,rango_13_17
6515,40319.0,rango_6_12
6518,24279.0,mayores_18
6518,2519.0,rango_0_5
6518,2553.0,rango_13_17
6518,3622.0,rango_6_12
6525,44240.0,mayores_18
6525,5973.0,rango_0_5
6525,6071.0,rango_13_17
6525,8477.0,rango_6_12
6532,52084.0,mayores_18
6532,5457.0,rango_0_5
6532,5579.0,rango_13_17
6532,7882.0,rango_6_12
6539,411945.0,mayores_18
6539,48007.0,rango_0_5
6539,49991.0,rango_13_17
6539,71541.0,rango_6_12
6547,17657.0,mayores_18
6547,1922.0,rango_0_5
6547,2006.0,rango_13_17
6547,3031.0,rango_6_12
6553,6252.0,mayores_18
6553,596.0,rango_0_5
6553,654.0,rango_13_17
6553,942.0,rango_6_12
6560,397943.0,mayores_18
6560,50791.0,rango_0_5
6560,50667.0,rango_13_17
6560,76357.0,rango_6_12
6568,260556.0,mayores_18
6568,18044.0,rango_0_5
6568,22137.0,rango_13_17
6568,28780.0,rango_6_12
6574,14304.0,mayores_18
6574,1501.0,rango_0_5
6574,1742.0,rango_13_17
6574,2341.0,rango_6_12
6581,76230.0,mayores_18
6581,6914.0,rango_0_5
6581,7794.0,rango_13_17
6581,10545.0,rango_6_12
6588,38403.0,mayores_18
6588,3963.0,rango_0_5
6588,4170.0,rango_13_17
6588,5830.0,rango_6_12
6595,90852.0,mayores_18
6595,8554.0,rango_0_5
6595,9550.0,rango_13_17
6595,13055.0,rango_6_12
6602,27546.0,mayores_18
6602,2857.0,rango_0_5
6602,2834.0,rango_13_17
6602,4262.0,rango_6_12
6609,32609.0,mayores_18
6609,3474.0,rango_0_5
6609,3684.0,rango_13_17
6609,4827.0,rango_6_12
6616,5110.0,mayores_18
6616,662.0,rango_0_5
6616,509.0,rango_13_17
6616,831.0,rango_6_12
6623,85269.0,mayores_18
6623,8676.0,rango_0_5
6623,8779.0,rango_13_17
6623,12264.0,rango_6_12
6630,3254.0,mayores_18
6630,408.0,rango_0_5
6630,361.0,rango_13_17
6630,592.0,rango_6_12
6638,274469.0,mayores_18
6638,34493.0,rango_0_5
6638,34708.0,rango_13_17
6638,49944.0,rango_6_12
6644,28283.0,mayores_18
6644,3043.0,rango_0_5
6644,3379.0,rango_13_17
6644,4519.0,rango_6_12
6648,67491.0,mayores_18
6648,10170.0,rango_0_5
6648,9857.0,rango_13_17
6648,14476.0,rango_6_12
6651,12896.0,mayores_18
6651,998.0,rango_0_5
6651,1038.0,rango_13_17
6651,1459.0,rango_6_12
6655,8968.0,mayores_18
6655,936.0,rango_0_5
6655,873.0,rango_13_17
6655,1384.0,rango_6_12
6658,463194.0,mayores_18
6658,47353.0,rango_0_5
6658,50346.0,rango_13_17
6658,70881.0,rango_6_12
6665,28050.0,mayores_18
6665,3451.0,rango_0_5
6665,3440.0,rango_13_17
6665,4707.0,rango_6_12
6672,12224.0,mayores_18
6672,1197.0,rango_0_5
6672,1309.0,rango_13_17
6672,1761.0,rango_6_12
6679,14082.0,mayores_18
6679,1734.0,rango_0_5
6679,1602.0,rango_13_17
6679,2317.0,rango_6_12
6686,19060.0,mayores_18
6686,1851.0,rango_0_5
6686,1984.0,rango_13_17
6686,2724.0,rango_6_12
6693,10103.0,mayores_18
6693,1104.0,rango_0_5
6693,1122.0,rango_13_17
6693,1572.0,rango_6_12
6700,16332.0,mayores_18
6700,1436.0,rango_0_5
6700,1530.0,rango_13_17
6700,2109.0,rango_6_12
6707,26101.0,mayores_18
6707,2716.0,rango_0_5
6707,2821.0,rango_13_17
6707,3785.0,rango_6_12
6714,28462.0,mayores_18
6714,3175.0,rango_0_5
6714,3215.0,rango_13_17
6714,4405.0,rango_6_12
6721,7002.0,mayores_18
6721,653.0,rango_0_5
6721,726.0,rango_13_17
6721,963.0,rango_6_12
6728,19061.0,mayores_18
6728,2151.0,rango_0_5
6728,2156.0,rango_13_17
6728,3031.0,rango_6_12
6735,19580.0,mayores_18
6735,2120.0,rango_0_5
6735,2122.0,rango_13_17
6735,2873.0,rango_6_12
6742,6795.0,mayores_18
6742,615.0,rango_0_5
6742,643.0,rango_13_17
6742,865.0,rango_6_12
6749,128898.0,mayores_18
6749,11498.0,rango_0_5
6749,12803.0,rango_13_17
6749,17900.0,rango_6_12
6756,231872.0,mayores_18
6756,17057.0,rango_0_5
6756,20726.0,rango_13_17
6756,26323.0,rango_6_12
6760,240335.0,mayores_18
6760,24752.0,rango_0_5
6760,25528.0,rango_13_17
6760,37035.0,rango_6_12
6763,123288.0,mayores_18
6763,12727.0,rango_0_5
6763,12797.0,rango_13_17
6763,17845.0,rango_6_12
6770,48381.0,mayores_18
6770,5781.0,rango_0_5
6770,5908.0,rango_13_17
6770,8283.0,rango_6_12
6778,64783.0,mayores_18
6778,9859.0,rango_0_5
6778,9255.0,rango_13_17
6778,14032.0,rango_6_12
6784,8357.0,mayores_18
6784,981.0,rango_0_5
6784,1070.0,rango_13_17
6784,1328.0,rango_6_12
6791,109612.0,mayores_18
6791,9785.0,rango_0_5
6791,10558.0,rango_13_17
6791,14723.0,rango_6_12
6798,7808.0,mayores_18
6798,873.0,rango_0_5
6798,889.0,rango_13_17
6798,1125.0,rango_6_12
6805,323834.0,mayores_18
6805,32611.0,rango_0_5
6805,37885.0,rango_13_17
6805,51961.0,rango_6_12
6812,1804.0,mayores_18
6812,244.0,rango_0_5
6812,182.0,rango_13_17
6812,298.0,rango_6_12
6819,11020.0,mayores_18
6819,997.0,rango_0_5
6819,1025.0,rango_13_17
6819,1549.0,rango_6_12
6826,35995.0,mayores_18
6826,4016.0,rango_0_5
6826,3791.0,rango_13_17
6826,5326.0,rango_6_12
6833,46630.0,mayores_18
6833,4260.0,rango_0_5
6833,4607.0,rango_13_17
6833,6392.0,rango_6_12
6840,282641.0,mayores_18
6840,21166.0,rango_0_5
6840,24896.0,rango_13_17
6840,33616.0,rango_6_12
6847,6717.0,mayores_18
6847,682.0,rango_0_5
6847,702.0,rango_13_17
6847,989.0,rango_6_12
6854,26211.0,mayores_18
6854,2706.0,rango_0_5
6854,2761.0,rango_13_17
6854,3733.0,rango_6_12
6861,225375.0,mayores_18
6861,14893.0,rango_0_5
6861,17663.0,rango_13_17
6861,22610.0,rango_6_12
6868,27220.0,mayores_18
6868,2583.0,rango_0_5
6868,3255.0,rango_13_17
6868,4267.0,rango_6_12
6875,23522.0,mayores_18
6875,2586.0,rango_0_5
6875,2767.0,rango_13_17
6875,3677.0,rango_6_12
6882,94865.0,mayores_18
6882,9976.0,rango_0_5
6882,11143.0,rango_13_17
6882,15431.0,rango_6_12
10007,3945.0,mayores_18
10007,374.0,rango_0_5
10007,329.0,rango_13_17
10007,439.0,rango_6_12
10014,2427.0,mayores_18
10014,243.0,rango_0_5
10014,278.0,rango_13_17
10014,334.0,rango_6_12
10021,14266.0,mayores_18
10021,1535.0,rango_0_5
10021,1707.0,rango_13_17
10021,2037.0,rango_6_12
10028,1297.0,mayores_18
10028,142.0,rango_0_5
10028,142.0,rango_13_17
10028,241.0,rango_6_12
10035,21520.0,mayores_18
10035,2482.0,rango_0_5
10035,2838.0,rango_13_17
10035,3513.0,rango_6_12
10042,13844.0,mayores_18
10042,1697.0,rango_0_5
10042,1686.0,rango_13_17
10042,2244.0,rango_6_12
10049,137583.0,mayores_18
10049,14250.0,rango_0_5
10049,14501.0,rango_13_17
10049,20132.0,rango_6_12
10056,3062.0,mayores_18
10056,394.0,rango_0_5
10056,402.0,rango_13_17
10056,517.0,rango_6_12
10063,10621.0,mayores_18
10063,1207.0,rango_0_5
10063,1145.0,rango_13_17
10063,1651.0,rango_6_12
10070,18459.0,mayores_18
10070,2352.0,rango_0_5
10070,2384.0,rango_13_17
10070,3146.0,rango_6_12
10077,3511.0,mayores_18
10077,317.0,rango_0_5
10077,356.0,rango_13_17
10077,512.0,rango_6_12
10084,8635.0,mayores_18
10084,988.0,rango_0_5
10084,1116.0,rango_13_17
10084,1480.0,rango_6_12
10091,19459.0,mayores_18
10091,2179.0,rango_0_5
10091,2186.0,rango_13_17
10091,2998.0,rango_6_12
10098,9525.0,mayores_18
10098,1154.0,rango_0_5
10098,1162.0,rango_13_17
10098,1476.0,rango_6_12
10105,18191.0,mayores_18
10105,2024.0,rango_0_5
10105,2255.0,rango_13_17
10105,2784.0,rango_6_12
10112,24652.0,mayores_18
10112,2667.0,rango_0_5
10112,2770.0,rango_13_17
10112,3862.0,rango_6_12
14007,55111.0,mayores_18
14007,5902.0,rango_0_5
14007,5975.0,rango_13_17
14007,8474.0,rango_6_12
14014,1136566.0,mayores_18
14014,105777.0,rango_0_5
14014,106456.0,rango_13_17
14014,149261.0,rango_6_12
14021,210694.0,mayores_18
14021,24253.0,rango_0_5
14021,24613.0,rango_13_17
14021,34951.0,rango_6_12
14028,46186.0,mayores_18
14028,5650.0,rango_0_5
14028,5373.0,rango_13_17
14028,7539.0,rango_6_12
14035,26475.0,mayores_18
14035,2905.0,rango_0_5
14035,2856.0,rango_13_17
14035,3828.0,rango_6_12
14042,111728.0,mayores_18
14042,12494.0,rango_0_5
14042,11456.0,rango_13_17
14042,16719.0,rango_6_12
14049,25503.0,mayores_18
14049,3125.0,rango_0_5
14049,3236.0,rango_13_17
14049,4159.0,rango_6_12
14056,49928.0,mayores_18
14056,5605.0,rango_0_5
14056,5280.0,rango_13_17
14056,7504.0,rango_6_12
14063,81175.0,mayores_18
14063,7791.0,rango_0_5
14063,7608.0,rango_13_17
14063,10712.0,rango_6_12
14070,3601.0,mayores_18
14070,371.0,rango_0_5
14070,384.0,rango_13_17
14070,499.0,rango_6_12
14077,3823.0,mayores_18
14077,377.0,rango_0_5
14077,398.0,rango_13_17
14077,472.0,rango_6_12
14084,27590.0,mayores_18
14084,2907.0,rango_0_5
14084,2924.0,rango_13_17
14084,4130.0,rango_6_12
14091,164736.0,mayores_18
14091,15214.0,rango_0_5
14091,16548.0,rango_13_17
14091,22996.0,rango_6_12
14098,207259.0,mayores_18
14098,21670.0,rango_0_5
14098,20150.0,rango_13_17
14098,28900.0,rango_6_12
14105,41567.0,mayores_18
14105,5303.0,rango_0_5
14105,4647.0,rango_13_17
14105,6664.0,rango_6_12
14112,10678.0,mayores_18
14112,1324.0,rango_0_5
14112,1383.0,rango_13_17
14112,1890.0,rango_6_12
14119,83705.0,mayores_18
14119,8823.0,rango_0_5
14119,8663.0,rango_13_17
14119,12120.0,rango_6_12
14126,30730.0,mayores_18
14126,3328.0,rango_0_5
14126,3305.0,rango_13_17
14126,4666.0,rango_6_12
14133,45948.0,mayores_18
14133,4809.0,rango_0_5
14133,4900.0,rango_13_17
14133,7043.0,rango_6_12
14140,168963.0,mayores_18
14140,17737.0,rango_0_5
14140,17996.0,rango_13_17
14140,24255.0,rango_6_12
14147,99205.0,mayores_18
14147,12002.0,rango_0_5
14147,11150.0,rango_13_17
14147,16655.0,rango_6_12
14154,3175.0,mayores_18
14154,345.0,rango_0_5
14154,393.0,rango_13_17
14154,468.0,rango_6_12
14161,89553.0,mayores_18
14161,9114.0,rango_0_5
14161,8880.0,rango_13_17
14161,12660.0,rango_6_12
14168,16037.0,mayores_18
14168,1943.0,rango_0_5
14168,1866.0,rango_13_17
14168,2627.0,rango_6_12
14175,10443.0,mayores_18
14175,1158.0,rango_0_5
14175,1037.0,rango_13_17
14175,1454.0,rango_6_12
14182,84199.0,mayores_18
14182,8748.0,rango_0_5
14182,8675.0,rango_13_17
14182,12013.0,rango_6_12
18007,30735.0,mayores_18
18007,4397.0,rango_0_5
18007,3639.0,rango_13_17
18007,5598.0,rango_6_12
18014,2030.0,mayores_18
18014,231.0,rango_0_5
18014,246.0,rango_13_17
18014,301.0,rango_6_12
18021,321326.0,mayores_18
18021,35160.0,rango_0_5
18021,33152.0,rango_13_17
18021,47808.0,rango_6_12
18028,17182.0,mayores_18
18028,2791.0,rango_0_5
18028,2576.0,rango_13_17
18028,3721.0,rango_6_12
18035,36285.0,mayores_18
18035,4649.0,rango_0_5
18035,4346.0,rango_13_17
18035,6209.0,rango_6_12
18042,12861.0,mayores_18
18042,1574.0,rango_0_5
18042,1472.0,rango_13_17
18042,2041.0,rango_6_12
18049,27146.0,mayores_18
18049,3662.0,rango_0_5
18049,3551.0,rango_13_17
18049,4809.0,rango_6_12
18056,6304.0,mayores_18
18056,873.0,rango_0_5
18056,788.0,rango_13_17
18056,1086.0,rango_6_12
18063,12323.0,mayores_18
18063,1425.0,rango_0_5
18063,1352.0,rango_13_17
18063,1916.0,rango_6_12
18070,75302.0,mayores_18
18070,9035.0,rango_0_5
18070,9157.0,rango_13_17
18070,12729.0,rango_6_12
18077,8381.0,mayores_18
18077,1136.0,rango_0_5
18077,938.0,rango_13_17
18077,1491.0,rango_6_12
18084,26693.0,mayores_18
18084,3816.0,rango_0_5
18084,3380.0,rango_13_17
18084,4878.0,rango_6_12
18091,26815.0,mayores_18
18091,4432.0,rango_0_5
18091,3614.0,rango_13_17
18091,5545.0,rango_6_12
18098,8186.0,mayores_18
18098,1002.0,rango_0_5
18098,1036.0,rango_13_17
18098,1317.0,rango_6_12
18105,34854.0,mayores_18
18105,4965.0,rango_0_5
18105,3868.0,rango_13_17
18105,6120.0,rango_6_12
18112,32314.0,mayores_18
18112,4116.0,rango_0_5
18112,3686.0,rango_13_17
18112,5486.0,rango_6_12
18119,38542.0,mayores_18
18119,5442.0,rango_0_5
18119,5343.0,rango_13_17
18119,7451.0,rango_6_12
18126,20263.0,mayores_18
18126,2703.0,rango_0_5
18126,2594.0,rango_13_17
18126,3566.0,rango_6_12
18133,14432.0,mayores_18
18133,1633.0,rango_0_5
18133,1423.0,rango_13_17
18133,2191.0,rango_6_12
18140,15377.0,mayores_18
18140,1862.0,rango_0_5
18140,1750.0,rango_13_17
18140,2392.0,rango_6_12
18147,10271.0,mayores_18
18147,1512.0,rango_0_5
18147,1401.0,rango_13_17
18147,1980.0,rango_6_12
18154,8446.0,mayores_18
18154,1287.0,rango_0_5
18154,1209.0,rango_13_17
18154,1758.0,rango_6_12
18161,15840.0,mayores_18
18161,2171.0,rango_0_5
18161,1945.0,rango_13_17
18161,2726.0,rango_6_12
18168,49134.0,mayores_18
18168,6984.0,rango_0_5
18168,6350.0,rango_13_17
18168,9454.0,rango_6_12
18175,7274.0,mayores_18
18175,922.0,rango_0_5
18175,935.0,rango_13_17
18175,1251.0,rango_6_12
22007,24813.0,mayores_18
22007,4089.0,rango_0_5
22007,3803.0,rango_13_17
22007,5089.0,rango_6_12
22014,19765.0,mayores_18
22014,2560.0,rango_0_5
22014,2304.0,rango_13_17
22014,3431.0,rango_6_12
22021,71572.0,mayores_18
22021,8579.0,rango_0_5
22021,8717.0,rango_13_17
22021,12218.0,rango_6_12
22028,24604.0,mayores_18
22028,3114.0,rango_0_5
22028,2661.0,rango_13_17
22028,4114.0,rango_6_12
22036,16127.0,mayores_18
22036,2262.0,rango_0_5
22036,1939.0,rango_13_17
22036,2851.0,rango_6_12
22039,6051.0,mayores_18
22039,745.0,rango_0_5
22039,619.0,rango_13_17
22039,895.0,rango_6_12
22043,7499.0,mayores_18
22043,968.0,rango_0_5
22043,871.0,rango_13_17
22043,1305.0,rango_6_12
22049,8504.0,mayores_18
22049,1411.0,rango_0_5
22049,1194.0,rango_13_17
22049,1698.0,rango_6_12
22056,10756.0,mayores_18
22056,1285.0,rango_0_5
22056,1226.0,rango_13_17
22056,1794.0,rango_6_12
22063,45807.0,mayores_18
22063,6921.0,rango_0_5
22063,6215.0,rango_13_17
22063,9486.0,rango_6_12
22070,14266.0,mayores_18
22070,2318.0,rango_0_5
22070,2344.0,rango_13_17
22070,3020.0,rango_6_12
22077,9702.0,mayores_18
22077,1282.0,rango_0_5
22077,1109.0,rango_13_17
22077,1682.0,rango_6_12
22084,44716.0,mayores_18
22084,6514.0,rango_0_5
22084,5668.0,rango_13_17
22084,8406.0,rango_6_12
22091,17937.0,mayores_18
22091,2701.0,rango_0_5
22091,2248.0,rango_13_17
22091,3468.0,rango_6_12
22098,41382.0,mayores_18
22098,5880.0,rango_0_5
22098,4936.0,rango_13_17
22098,7600.0,rango_6_12
22105,21108.0,mayores_18
22105,2987.0,rango_0_5
22105,2556.0,rango_13_17
22105,3572.0,rango_6_12
22112,14265.0,mayores_18
22112,2090.0,rango_0_5
22112,2171.0,rango_13_17
22112,3018.0,rango_6_12
22119,9480.0,mayores_18
22119,1353.0,rango_0_5
22119,1252.0,rango_13_17
22119,1853.0,rango_6_12
22126,10073.0,mayores_18
22126,1360.0,rango_0_5
22126,1022.0,rango_13_17
22126,1810.0,rango_6_12
22133,22529.0,mayores_18
22133,3168.0,rango_0_5
22133,2914.0,rango_13_17
22133,3819.0,rango_6_12
22140,306169.0,mayores_18
22140,31821.0,rango_0_5
22140,30260.0,rango_13_17
