Cue,NivelEducativo
140314900,Primario
140315000,Primario
140315100,Primario
140315200,Jardin
140315600,Secundario
140315900,Secundario
140316000,Primario
140316100,Primario
140316200,Jardin
140316200,Primario
140316400,Primario
140316500,Primario
140316700,Jardin
140316900,Primario
140317000,Primario
140317100,Primario
140317200,Primario
140317300,Jardin
140317300,Primario
140317400,Secundario
140317401,Secundario
140317500,Jardin
140317600,Jardin
140317700,Primario
140317800,Primario
140317900,Jardin
140317901,Jardin
140318000,Jardin
140318200,Jardin
140318300,Primario
140318400,Primario
140318500,Jardin
140318700,Jardin
140318700,Primario
140318800,Jardin
140318801,Jardin
140318900,Jardin
140318900,Primario
140319000,Secundario
140319100,Primario
140319200,Jardin
140319300,Primario
140319400,Jardin
140319500,Primario
140319600,Jardin
140319700,SNU
140319800,Secundario
140319900,SNU
140319903,SNU
140319904,SNU
140320000,Primario
140320200,Jardin
140320200,Primario
140320200,Secundario
140320200,SNU
140320300,Jardin
140320400,Jardin
140320400,Primario
140320500,Jardin
140320500,Primario
140320600,Jardin
140320600,Primario
140320700,Secundario
140320701,Secundario
140320800,Secundario
140320900,Primario
140321000,Jardin
140321100,Primario
140321200,Primario
140321300,Secundario
140321300,SNU
140321301,SNU
140321400,Jardin
140321400,Primario
140321400,Secundario
140321400,SNU
140321500,Primario
140321700,Secundario
140321800,Secundario
140321900,Primario
140322000,Jardin
140322100,Secundario
140322200,SNU
140322300,Secundario
140322400,Primario
140322500,Primario
140322700,SNU
140322800,Secundario
140322900,Secundario
140323100,Secundario
140323200,Secundario
140323300,Primario
140323500,Primario
140323600,Secundario
140323700,Secundario
140323800,Primario
140323900,Jardin
140323900,Primario
140323900,Secundario
140323900,SNU
140324000,Primario
140324100,Primario
140324200,Primario
140324300,Primario
140324400,Primario
140324500,SNU
140324600,Jardin
140324601,Jardin
140324700,Jardin
140324700,Primario
140324800,Primario
140324900,Primario
140325000,Jardin
140325000,Primario
140325100,Jardin
140325100,Primario
140325300,Secundario
140325400,Primario
140325600,Secundario
140325700,Jardin
140325800,Jardin
140325800,Primario
140325900,Primario
140326000,Primario
140326200,Secundario
140326400,Jardin
140326400,Primario
140326500,Secundario
140326600,Jardin
140326800,Secundario
140326900,Primario
140327000,Primario
140327100,SNU
140327103,SNU
140327104,SNU
140327200,Primario
140327400,Primario
140327500,Secundario
140327600,Primario
140327700,Jardin
140327700,Primario
140327800,Primario
140327900,Primario
140328000,Primario
140328100,Secundario
140328200,Secundario
140328400,Primario
140328500,Secundario
140328600,Primario
140328700,Primario
140328800,Primario
140329000,SNU
140329100,Secundario
140329200,Secundario
140329201,Secundario
140329300,Primario
140329400,Primario
140329600,Jardin
140329600,Primario
140329700,Secundario
140329800,Secundario
140329900,Jardin
140330000,Jardin
140330000,Primario
140330100,Secundario
140330300,SNU
140330400,Secundario
140330600,Primario
140330700,Primario
140330800,Secundario
140330900,Jardin
140331000,Primario
140331200,Secundario
140331300,Secundario
140331300,SNU
140331400,Secundario
140331500,Secundario
140331500,SNU
140331600,Primario
140331700,Secundario
140331800,Jardin
140331800,Primario
140331800,Secundario
140331800,SNU
140331900,Secundario
140332000,Primario
140332100,Jardin
140332200,Secundario
140332300,Primario
140332400,Primario
140332500,Primario
140332600,Jardin
140332600,Primario
140332700,Jardin
140332700,Primario
140332800,SNU
140332900,Jardin
140332900,Primario
140333000,Secundario
140333300,Primario
140333700,Secundario
140333800,Jardin
140333800,Primario
140333800,Secundario
140333800,SNU
140333900,SNU
140334000,Secundario
140334100,SNU
140334300,Primario
140334700,Jardin
140334800,Secundario
140334900,Secundario
140335000,Primario
140335100,Jardin
140335300,Primario
140335400,Primario
140335500,Jardin
140335600,Jardin
140335600,Primario
140335900,Primario
140336100,Jardin
140336100,Primario
140336200,Secundario
140336300,Jardin
140336400,Jardin
140336500,Primario
140336600,Primario
140336700,Secundario
140336704,Secundario
140336900,Primario
140337000,Primario
140337100,Jardin
140337200,Jardin
140337300,SNU
140337400,SNU
140337500,Jardin
140337600,Primario
140337800,Jardin
140337800,Primario
140337900,Secundario
140338200,Primario
140338400,Primario
140338600,Jardin
140338601,Jardin
140338900,Secundario
140339100,Jardin
140339200,Jardin
140339200,Primario
140339400,Secundario
140339500,Secundario
140339600,Primario
140339700,Jardin
140339800,Jardin
140339800,Primario
140339900,Primario
140340200,Secundario
140340300,Primario
140340400,Primario
140340500,Secundario
140340600,Secundario
140340700,Primario
140340800,Primario
140340900,Primario
140341100,Secundario
140341101,Secundario
140341200,SNU
140341300,Primario
140341400,Jardin
140341400,Primario
140341500,Secundario
140341600,Secundario
140341700,Primario
140341800,Primario
140341900,Jardin
140342000,Secundario
140342100,SNU
140342200,Secundario
140342500,Primario
140342600,Jardin
140342800,Jardin
140342900,Primario
140343000,Primario
140343100,SNU
140343200,Primario
140343300,Jardin
140343400,Primario
140343500,Jardin
140343500,Primario
140343600,Secundario
140343700,Primario
140343800,Primario
140343900,Secundario
140344000,Jardin
140344100,Primario
140344200,Primario
140344300,Jardin
140344400,Jardin
140344500,Secundario
140344600,SNU
140344700,Primario
140344800,Secundario
140344900,Secundario
140345000,Secundario
140345200,Primario
140345300,Primario
140345400,Jardin
140345400,Primario
140345500,Secundario
140345600,Jardin
140345700,Jardin
140345800,Jardin
140345900,Primario
140346100,Jardin
140346100,Primario
140346300,Secundario
140346301,Secundario
140346302,Secundario
140346303,Secundario
140346600,Primario
140346700,Primario
140346900,Primario
140347100,Secundario
140347102,Secundario
140347300,Jardin
140347500,Jardin
140347500,Primario
140347600,Primario
140347800,Jardin
140347801,Jardin
140348000,Primario
140348100,Primario
140348300,Secundario
140348400,SNU
140348500,Primario
140348700,Secundario
140348701,Secundario
140348702,Secundario
140348703,Secundario
140348800,Jardin
140348900,Primario
140349000,Jardin
140349100,Jardin
140349200,Secundario
140349300,Primario
140349400,Jardin
140349401,Jardin
140349402,Jardin
140349500,Primario
140349700,Secundario
140349701,Secundario
140349702,Secundario
140349703,Secundario
140349800,Primario
140349900,Primario
140350000,Primario
140350100,Primario
140350200,Secundario
140350300,Primario
140350400,Jardin
140350500,Jardin
140350501,Jardin
140350600,Primario
140350700,Primario
140351000,Jardin
140351100,Secundario
140351101,Secundario
140351200,Primario
140351300,Secundario
140351400,Primario
140351500,Secundario
140351600,Primario
140351800,Primario
140351900,Secundario
140352000,Primario
140352100,Secundario
140352100,SNU
140352200,Primario
140352600,Jardin
140352700,Secundario
140352800,Primario
140352900,Jardin
140352900,Primario
140353000,Secundario
140353100,SNU
140353200,Secundario
140353200,SNU
140353300,Secundario
140353400,Primario
140353500,Primario
140353700,SNU
140353800,Primario
140353900,Secundario
140354000,Secundario
140354100,Jardin
140354100,Primario
140354300,Primario
140354400,Primario
140354500,Jardin
140354600,Jardin
140354601,Jardin
140354800,Jardin
140354900,Primario
140355100,Jardin
140355100,Primario
140355200,Jardin
140355200,Primario
140355300,Jardin
140355300,Primario
140355400,Jardin
140355600,Primario
140355700,Primario
140355800,Secundario
140355900,Jardin
140356000,Primario
140356100,Jardin
140356200,Primario
140356300,Jardin
140356400,Jardin
140356600,Secundario
140356700,Jardin
140356700,Primario
140356800,Primario
140356900,Primario
140357000,Secundario
140357300,Primario
140357400,Secundario
140357401,Secundario
140357500,Secundario
140357600,Secundario
140357700,Primario
140357800,Primario
140358000,Primario
140358100,Primario
140358200,Jardin
140358201,Jardin
140358300,Jardin
140358301,Jardin
140358500,Secundario
140358501,Secundario
140358600,Secundario
140358700,Primario
140358900,Primario
140359000,Primario
140359300,SNU
140359302,SNU
140359500,Jardin
140359600,Jardin
140359700,Jardin
140359800,Jardin
140360000,Jardin
140360000,Primario
140360100,Primario
140360200,Primario
140360300,Jardin
140360400,Jardin
140360400,Primario
140360500,Jardin
140360500,Primario
140360600,Jardin
140360600,Primario
140360700,Jardin
140360700,Primario
140360800,Primario
140360900,Jardin
140360900,Primario
140361000,Jardin
140361000,Primario
140361100,Primario
140361200,Jardin
140361201,Jardin
140361300,Jardin
140361300,Primario
140361500,Primario
140361600,Primario
140361700,Primario
140361800,Jardin
140361900,Primario
140362100,Jardin
140362100,Primario
140362200,Jardin
140362300,Secundario
140362400,Primario
140362500,SNU
140362600,Secundario
140362700,Secundario
140362800,Jardin
140362900,Secundario
140363000,Jardin
140363000,Primario
140363100,Primario
140363200,Secundario
140363500,Secundario
140363700,Jardin
140363900,Jardin
140364000,Primario
140364100,Primario
140364200,Primario
140364300,Secundario
140364400,Secundario
140364500,Secundario
140364700,Primario
140364800,Secundario
140364900,Primario
140365000,Secundario
140365003,Secundario
140365005,Secundario
140365100,SNU
140365200,Secundario
140365300,Primario
140365400,Secundario
140365500,Secundario
140365600,Primario
140365800,Secundario
140365900,Primario
140366000,Primario
140366100,Primario
140366200,Secundario
140366300,Primario
140366400,Jardin
140366500,Primario
140366600,Primario
140366700,SNU
140366800,Secundario
140366900,Primario
140367000,Primario
140367100,Secundario
140367200,Secundario
140367300,Secundario
140367400,Jardin
140367400,Primario
140367600,Primario
140367700,Secundario
140367800,Primario
140367900,Primario
140368000,Secundario
140368100,Jardin
140368200,Secundario
140368300,Primario
140368500,Jardin
140368600,Primario
140369000,Primario
140369100,Jardin
140369100,Primario
140369200,Jardin
140369202,Jardin
140369400,Primario
140369500,Secundario
140369501,Secundario
140369502,Secundario
140369505,Secundario
140369600,Jardin
140369600,Primario
140369800,Jardin
140369800,Primario
140369900,Jardin
140369900,Primario
140370000,Jardin
140370000,Primario
140370200,Jardin
140370300,Primario
140370500,Primario
140370600,Primario
140370700,Primario
140370800,Primario
140370900,Primario
140371100,Jardin
140371100,Primario
140371200,Primario
140371300,Secundario
140371400,Primario
140371600,Jardin
140371700,Primario
140371800,Jardin
140371800,Primario
140371900,Primario
140372000,SNU
140372100,Primario
140372200,Jardin
140372200,Primario
140372300,Primario
140372600,Primario
140372700,Jardin
140372900,Primario
140373000,Jardin
140373000,Primario
140373100,Jardin
140373100,Primario
140373300,Jardin
140373300,Primario
140373400,Jardin
140373800,Primario
140373900,Secundario
140374000,Primario
140374200,Secundario
140374300,Secundario
140374400,Primario
140374500,Primario
140374600,Jardin
140374601,Jardin
140374700,Primario
140374800,Primario
140374900,Jardin
140374900,Primario
140375100,Jardin
140375100,Primario
140375200,Primario
140375300,Jardin
140375301,Jardin
140375500,Jardin
140375501,Jardin
140375600,Jardin
140375700,Primario
140375900,Primario
140376000,Primario
140376100,Secundario
140376200,Secundario
140376201,Secundario
140376300,Jardin
140376300,Primario
140376400,Primario
140376500,Primario
140376600,Jardin
140376600,Primario
140376700,Jardin
140376700,Primario
140376800,Primario
140376900,Secundario
140376901,Secundario
140377000,Jardin
140377200,Jardin
140377200,Primario
140377400,Primario
140377500,Jardin
140377500,Primario
140377600,Jardin
140377600,Primario
140377700,Jardin
140377700,Primario
140377900,Primario
140378000,Secundario
140378100,Jardin
140378101,Jardin
140378200,Primario
140378300,Primario
140378400,Secundario
140378500,Jardin
140378500,Primario
140378700,Jardin
140378701,Jardin
140378800,Primario
140378900,Jardin
140379000,Secundario
140379100,Jardin
140379101,Jardin
140379200,Primario
140379400,Secundario
140379500,Secundario
140379501,Secundario
140379502,Secundario
140379600,Primario
140379700,Primario
140379900,Primario
140380100,Secundario
140380200,Jardin
140380200,Primario
140380300,Jardin
140380300,Primario
140380400,Primario
140380600,Jardin
140380600,Primario
140380700,Primario
140380800,Primario
140380900,Primario
140381000,SNU
140381100,Secundario
140381101,Secundario
140381200,Primario
140381300,Primario
140381500,Jardin
140381700,Jardin
140381700,Primario
140381800,Primario
140381900,Primario
140382000,Jardin
140382000,Primario
140382300,Jardin
140382300,Primario
140382400,Primario
140382500,Jardin
140382600,Jardin
140382800,Jardin
140382800,Primario
140382900,Secundario
140383100,Jardin
140383100,Primario
140383200,Jardin
140383200,Primario
140383300,Jardin
140383300,Primario
140383400,Primario
140383500,Jardin
140383500,Primario
140383600,Jardin
140383600,Primario
140383600,Secundario
140383600,SNU
140383800,Primario
140383900,Primario
140384000,Primario
140384100,Secundario
140384200,Primario
140384600,Jardin
140384700,Jardin
140384700,Primario
140384800,Jardin
140384800,Primario
140384900,Jardin
140385200,Jardin
140385200,Primario
140385400,Primario
140385500,Primario
140385600,Primario
140385700,Jardin
140385800,Primario
140385900,Jardin
140385900,Primario
140386000,Jardin
140386100,Primario
140386200,Jardin
140386300,Jardin
140386300,Primario
140386400,Secundario
140386500,Secundario
140386600,Primario
140386700,Primario
140386800,Primario
140386900,Jardin
140387000,Primario
140387100,Secundario
140387200,Secundario
140387201,Secundario
140387300,Secundario
140387300,SNU
140387400,Secundario
140387500,Secundario
140387600,Jardin
140387600,Primario
140387700,Jardin
140387700,Primario
140387800,Primario
140388000,Primario
140388100,Primario
140388200,Primario
140388300,Jardin
140388300,Primario
140388400,Primario
140388600,Jardin
140388700,Primario
140388900,Jardin
140389100,Jardin
140389100,Primario
140389200,Jardin
140389200,Primario
140389300,Primario
140389700,Secundario
140389800,Primario
140389900,SNU
140390100,SNU
140390200,Primario
140390300,Secundario
140390400,Primario
140390700,Primario
140390800,Primario
140390900,Secundario
140390900,SNU
140391000,Secundario
140391100,Secundario
140391200,Jardin
140391300,SNU
140391400,Secundario
140391500,Primario
140391700,Jardin
140391800,Primario
140391900,SNU
140392100,Secundario
140392200,Primario
140392300,Primario
140392400,Primario
140392500,Primario
140392600,Secundario
140392700,SNU
140392900,Primario
140393000,Jardin
140393300,Primario
140393400,Jardin
140393400,Primario
140393500,Primario
140393600,Primario
140393800,Primario
140393900,Jardin
140394000,Primario
140394200,Primario
140394300,Primario
140394500,Primario
140394600,Primario
140394700,Primario
140394800,Secundario
140394900,Secundario
140395200,Secundario
140395300,Primario
140395400,Primario
140395700,Jardin
140395900,Secundario
140396000,SNU
140396100,Primario
140396300,Jardin
140396400,Primario
140396600,Primario
140396700,Secundario
140396703,Secundario
140396800,Secundario
140396800,SNU
140396900,Secundario
140397000,SNU
140397100,SNU
140397102,SNU
140397200,Primario
140397300,Jardin
140397300,Primario
140397500,Jardin
140397500,Primario
140397600,Jardin
140397600,Primario
140397700,Jardin
140397800,Secundario
140397900,Primario
140398000,Primario
140398200,Jardin
140398300,Jardin
140398300,Primario
140398400,Primario
140398500,Primario
140398600,Primario
140398800,Jardin
140398900,Jardin
140399000,Secundario
140399100,Primario
140399200,Primario
140399300,Primario
140399400,Primario
140399600,Primario
140399800,Jardin
140399800,Primario
140399900,Jardin
140399900,Primario
140400100,SNU
140400200,Jardin
140400200,Primario
140400200,Secundario
140400200,SNU
140400300,Secundario
140400400,SNU
140400500,Secundario
140400600,Primario
140400700,Secundario
140400800,Primario
140401000,Secundario
140401100,Secundario
140401101,Secundario
140401102,Secundario
140401200,Secundario
140401300,Primario
140401400,Jardin
140401400,Primario
140401500,Jardin
140401600,Primario
140401900,Secundario
140402000,Secundario
140402200,Primario
140402300,Primario
140402400,Secundario
140402500,Jardin
140402500,Primario
140402600,Primario
140402700,Jardin
140402700,Primario
140402900,Primario
140403000,Primario
140403100,Secundario
140403101,Secundario
140403103,Secundario
140403200,Jardin
140403200,Primario
140403300,Primario
140403400,Primario
140403700,Primario
140403800,Primario
140403900,Secundario
140404000,Secundario
140404100,Primario
140404200,Primario
140404300,Secundario
140404400,Primario
140404500,Primario
140404700,Primario
140404800,Primario
140404900,Jardin
140404900,Primario
140405000,Jardin
140405000,Primario
140405100,Jardin
140405100,Primario
140405200,Jardin
140405200,Primario
140405300,Secundario
140405500,Jardin
140405500,Primario
140405600,Jardin
140405600,Primario
140405700,Primario
140405800,Primario
140405900,Secundario
140406100,Jardin
140406101,Jardin
140406200,Jardin
140406400,Primario
140406500,Primario
140406700,SNU
140406800,Jardin
140406900,Secundario
140407000,Primario
140407100,Primario
140407200,Primario
140407300,Jardin
140407400,Jardin
140407500,Secundario
140407600,Primario
140407700,Primario
140407800,Jardin
140407900,Jardin
140408100,Jardin
140408200,Jardin
140408400,Primario
140408500,Jardin
140408500,Primario
140408500,Secundario
140408600,Jardin
140408600,Primario
140408700,Primario
140408800,Primario
140408900,Jardin
140409000,SNU
140409100,Jardin
140409100,Primario
140409300,Primario
140409400,Jardin
140409400,Primario
140409500,Jardin
140409500,Primario
140409600,Primario
140409700,Primario
140409800,Primario
140410000,Primario
140410100,Secundario
140410200,Primario
140410300,Secundario
140410400,Primario
140410500,SNU
140410700,Primario
140410800,Jardin
140410800,Primario
140411000,Primario
140411100,Secundario
140411200,Secundario
140411300,Secundario
140411400,Secundario
140411400,SNU
140411600,Primario
140411700,Jardin
140411700,Primario
140411800,Secundario
140411900,Secundario
140412000,Primario
140412300,Primario
140412400,Primario
140412500,Primario
140412600,Primario
140412700,Secundario
140412900,Secundario
140413000,SNU
140413100,Jardin
140413200,Secundario
140413200,SNU
140413300,Jardin
140413300,Primario
140413400,Primario
140413500,Secundario
140413600,Primario
140413900,Jardin
140414000,Primario
140414100,Primario
140414400,Jardin
140414401,Jardin
140414500,Secundario
140414600,Secundario
140414700,Secundario
140414900,Primario
140415000,Jardin
140415000,Primario
140415100,Secundario
140415200,Secundario
140415300,Primario
140415400,Primario
140415500,Jardin
140415700,Primario
140415800,Primario
140415900,Primario
140416000,Jardin
140416000,Primario
140416100,Primario
140416200,Jardin
140416300,Jardin
140416301,Jardin
140416400,Primario
140416500,Primario
140416600,Primario
140416700,Jardin
140416800,Jardin
140416900,Jardin
140417000,Primario
140417100,Jardin
140417200,Jardin
140417201,Jardin
140417202,Jardin
140417300,Jardin
140417400,Jardin
140417500,Jardin
140417600,Jardin
140417700,Jardin
140417800,Jardin
140417900,Jardin
140418000,Jardin
140418100,Primario
140418300,Jardin
140418400,Jardin
140418500,Jardin
140418600,Jardin
140418700,Jardin
140418700,Primario
140418800,Jardin
140418800,Primario
140419000,Primario
140419100,Jardin
140419100,Primario
140419200,Jardin
140419200,Primario
140419300,Jardin
140419400,Jardin
140419500,Jardin
140419600,Jardin
140419700,Jardin
140419800,Jardin
140419900,Jardin
140420000,Jardin
140420001,Jardin
140420002,Jardin
140420003,Jardin
140420004,Jardin
140420100,Jardin
140420200,Jardin
140420600,Primario
140420700,Primario
140421000,Jardin
140421200,Jardin
140421300,Jardin
140421400,Jardin
140421500,Jardin
140421600,Jardin
140421700,Jardin
140421800,Jardin
140422000,Jardin
140422100,Jardin
140422200,Jardin
140422300,Jardin
140422400,Jardin
140422500,Jardin
140422600,Jardin
140422700,Jardin
140422800,Jardin
140422900,Jardin
140423000,Jardin
140423100,Jardin
140423200,Jardin
140423200,Primario
140423300,Jardin
140423400,Jardin
140423500,Jardin
140423600,Jardin
140423700,Jardin
140423800,Jardin
140423900,Jardin
140424000,Jardin
140424100,Jardin
140424101,Jardin
140424200,Secundario
140424300,Jardin
140424400,Jardin
140424500,Jardin
140424700,Jardin
140424900,Jardin
140425000,Jardin
140425100,Jardin
140425200,Jardin
140425300,Jardin
140425600,Jardin
140425700,Jardin
140425800,Primario
140426100,Secundario
140426200,Primario
140426300,Jardin
140426300,Primario
140426400,Secundario
140426500,Secundario
140426502,Secundario
140426600,Secundario
140426700,Secundario
140426800,Secundario
140426900,Primario
140427000,Primario
140427100,Primario
140427300,Primario
140427400,Primario
140427600,Primario
140427700,Primario
140430300,Secundario
140430400,Primario
140430500,Primario
140430700,Primario
140430800,Primario
140430900,Secundario
140431000,Primario
140431200,Primario
140431300,Primario
140431400,Jardin
140431400,Primario
140431500,SNU
140431600,Primario
140431800,Secundario
140431801,Secundario
140432900,Secundario
140433200,Secundario
140433800,Secundario
140433900,Primario
140434100,Primario
140434200,Jardin
140434300,Primario
140434400,Primario
140434500,Primario
140434600,Primario
140434700,Primario
140434800,Secundario
140434900,Jardin
140435000,Secundario
140435100,Jardin
140435100,Primario
140435200,Jardin
140435300,Jardin
140435300,Primario
140435400,Primario
140435500,Jardin
140435500,Primario
140435600,Jardin
140435600,Primario
140436500,Secundario
140436600,Secundario
140436700,Secundario
140436800,Secundario
140436900,Secundario
140437100,Jardin
140437100,Primario
140437200,Jardin
140437200,Primario
140437300,Primario
140437700,Primario
140437800,Primario
140437900,Primario
140438000,Secundario
140438100,Primario
140438200,Primario
140438300,Secundario
140438400,Primario
140438500,Primario
140438600,Primario
140438700,Jardin
140438700,Primario
140438800,Jardin
140438800,Primario
140438900,Jardin
140438900,Primario
140439000,Jardin
140439000,Primario
140439100,Primario
140439200,Jardin
140439200,Primario
140439300,Jardin
140439300,Primario
140439500,Secundario
140439900,Secundario
140440500,Jardin
140440500,Primario
140440700,Secundario
140440800,Secundario
140441300,Jardin
140441400,Primario
140441500,Jardin
140441500,Primario
140441600,Secundario
140441700,Jardin
140441700,Primario
140441800,Jardin
140441800,Primario
140441900,Secundario
140442000,Secundario
140442100,Secundario
140442200,Secundario
140442300,Secundario
140442400,Primario
140442500,Primario
140442600,Jardin
140442600,Primario
140442700,Primario
140442800,Primario
140443100,SNU
140443300,SNU
140443400,SNU
140443500,SNU
140443600,SNU
140443700,SNU
140443800,SNU
140444000,SNU
140444100,Primario
140444200,Jardin
140444200,Primario
140444300,Jardin
140444300,Primario
140444500,Primario
140444600,Jardin
140444600,Primario
140444700,Jardin
140444700,Primario
140444900,Secundario
140445300,SNU
140445400,SNU
140445600,SNU
140445700,SNU
140446000,Jardin
140446000,Primario
140446300,Jardin
140446300,Primario
140446500,Secundario
140446600,Secundario
140446700,Secundario
140446701,Secundario
140446800,Secundario
140446900,Secundario
140447000,Secundario
140447100,Secundario
140447200,Secundario
140447300,Secundario
140447400,Secundario
140447500,Secundario
140447501,Secundario
140447502,Secundario
140447600,Secundario
140447700,Secundario
140447701,Secundario
140447800,Secundario
140447900,Secundario
140448000,Secundario
140448001,Secundario
140448002,Secundario
140448100,Secundario
140448200,SNU
140448300,SNU
140448400,Secundario
140448403,Secundario
140448600,Jardin
140448800,Jardin
140449100,SNU
140449400,Jardin
140450800,Jardin
140450800,Primario
140450900,Jardin
140451000,Secundario
140451100,Secundario
140451200,Secundario
140451201,Secundario
140451300,Secundario
140451400,Jardin
140451401,Jardin
140451500,Jardin
140453100,Secundario
140454400,Jardin
140454700,Secundario
140454800,Secundario
140455100,Secundario
140455200,Secundario
140455300,SNU
140455400,Secundario
140455600,Secundario
140455700,Jardin
140455800,Jardin
140455900,Secundario
140456000,Jardin
140456200,Jardin
140456300,Jardin
140456300,Primario
140456500,Jardin
140456600,Secundario
140456800,Jardin
140456800,Primario
140457000,Jardin
140457000,Primario
140457100,Jardin
140457100,Primario
140457200,Secundario
140457400,Secundario
140457401,Secundario
140457402,Secundario
140457500,Jardin
140457600,Jardin
140457700,Jardin
140457800,Secundario
140457900,Jardin
140457900,Primario
140458000,Primario
140458100,Primario
140458200,Secundario
140458300,Jardin
140458300,Primario
140458400,Secundario
140458600,Secundario
140458800,Jardin
140458900,Jardin
140459000,Jardin
140459100,Jardin
140461600,SNU
140462400,Secundario
140462600,Secundario
140463300,SNU
140463500,Jardin
140463700,Jardin
140463900,Jardin
140464000,Secundario
140464100,Jardin
140464400,Secundario
140464500,Jardin
140464700,Secundario
140464800,Secundario
140465200,Secundario
140465300,Secundario
140466100,SNU
140466300,SNU
140466400,SNU
140467700,Secundario
140467900,Secundario
140468000,Jardin
140468000,Primario
140468100,Primario
140468200,Secundario
140468300,Secundario
140468400,Primario
140468500,Jardin
140468600,Jardin
140468700,Jardin
140468800,Primario
140468900,Primario
140470100,Secundario
140470200,SNU
140470500,Primario
140470600,Secundario
140471600,SNU
140471700,Secundario
140471800,Secundario
140471900,SNU
140472000,Secundario
140472200,Secundario
140472201,Secundario
140472300,Secundario
140472400,Secundario
140472401,Secundario
140472500,SNU
140472600,Secundario
140472700,Secundario
140472800,Secundario
140473000,Secundario
140473200,SNU
140473300,Secundario
140473400,Secundario
140473500,SNU
140473600,Primario
140473700,Primario
140473900,SNU
140474100,Secundario
140474200,SNU
140474300,SNU
140474400,Primario
140474500,Primario
140474600,Jardin
140474700,Jardin
140474800,Jardin
140474900,Primario
140475100,Jardin
140475101,Jardin
140475200,Primario
140475300,Secundario
140475400,Primario
140475500,Secundario
140475600,Secundario
140475700,Secundario
140475800,Jardin
140475800,Primario
140475900,Secundario
140476000,Secundario
140476100,Secundario
140476200,Secundario
140476300,Secundario
140476400,Jardin
140476500,Primario
140476600,Jardin
140476700,Jardin
140476800,Jardin
140476900,Jardin
140477000,Jardin
140477100,Jardin
140477200,Jardin
140477300,Primario
140477400,Primario
140477500,Jardin
140477600,Jardin
140477700,Primario
140477800,Primario
140477900,Primario
140478000,Primario
140478100,Primario
140478200,Secundario
140478201,Secundario
140478300,Secundario
140478400,Primario
140478500,Jardin
140478600,Jardin
140478700,Secundario
140478800,Secundario
140478900,Primario
140479000,Secundario
140479100,Jardin
140479200,Jardin
140479300,Jardin
140479400,Jardin
140479500,Jardin
140479600,Jardin
140479700,Primario
140479800,Primario
140479900,Primario
140480000,Jardin
140480100,Jardin
140480200,Jardin
140480300,Primario
140480400,Primario
140480500,Primario
140480600,Primario
140480700,Primario
140480800,Primario
140480900,Jardin
140480901,Jardin
140480902,Jardin
140480903,Jardin
140481000,Primario
140481100,Primario
140481200,Jardin
140481400,Jardin
140481500,Jardin
140481600,Jardin
140481900,Jardin
140481900,Primario
140482000,Jardin
140482100,Jardin
140482200,Secundario
140482300,Secundario
140482400,Primario
140482500,Secundario
140482600,SNU
140482700,Jardin
140482800,Secundario
140485000,Primario
140485100,SNU
140487000,Jardin
140487100,Jardin
140487200,Primario
140487300,Jardin
140487300,Primario
140487500,Jardin
140487500,Primario
140487800,Jardin
140487900,Primario
140488000,Secundario
140488100,Jardin
140488101,Jardin
140488500,Primario
140488600,Primario
140488700,Jardin
140488800,Jardin
140488900,SNU
140489000,SNU
140489400,Primario
140489500,SNU
140489600,Jardin
140489600,Primario
140491600,Jardin
140491601,Jardin
140491700,Primario
140491900,Primario
140492000,Secundario
140492001,Secundario
140492002,Secundario
140492003,Secundario
140492004,Secundario
140492100,Primario
140492200,Jardin
140492400,Jardin
140492700,Primario
140492800,Jardin
140493200,SNU
140493300,SNU
140493400,Primario
140493600,Jardin
140496900,Jardin
140497000,Jardin
140497000,Primario
140497200,Primario
140497400,Jardin
140497800,Primario
140497900,SNU
140498000,Jardin
140498100,Primario
140498200,Primario
140498300,Jardin
140498301,Jardin
140498302,Jardin
140498600,Jardin
140498700,Jardin
140498800,Primario
140498900,Jardin
140499000,SNU
140499200,Jardin
140499300,Secundario
140499400,Primario
140499500,Primario
140499600,Jardin
140499700,SNU
140500000,SNU
140500200,SNU
140500500,Jardin
140500500,Primario
140500700,Primario
140500800,Jardin
140500900,Jardin
140501100,Jardin
140501200,Primario
140501300,Jardin
140501400,Jardin
140501500,Jardin
140501600,Jardin
140501700,SNU
140501800,Jardin
140501900,Primario
140502100,Jardin
140502200,Secundario
140502300,Jardin
140502600,Jardin
140502700,Secundario
140502800,Primario
140502900,Jardin
140503000,Primario
140503100,Jardin
140503300,Secundario
140503400,Secundario
140503401,Secundario
140503402,Secundario
140503500,Secundario
140503600,Jardin
140503600,Primario
140503700,Primario
140503800,Jardin
140503900,Jardin
140504000,Secundario
140504100,Jardin
140504200,Jardin
140504300,Primario
140504400,Jardin
140504500,Secundario
140504600,Secundario
140504601,Secundario
140504602,Secundario
140504603,Secundario
140504604,Secundario
140504605,Secundario
140504700,Secundario
140504800,Secundario
140504801,Secundario
140504802,Secundario
140504900,Secundario
140505000,Secundario
140505100,SNU
140505200,Jardin
140505400,Primario
140505500,Primario
140505600,Jardin
140505700,Jardin
140505800,Primario
140505900,Jardin
140506000,Jardin
140506100,Jardin
140506200,Primario
140506500,Secundario
140506501,Secundario
140506700,SNU
140506800,SNU
140506900,SNU
140507000,Secundario
140507300,Secundario
140507400,Secundario
140507500,Primario
140507600,Secundario
140507700,Secundario
