Cue,NivelEducativo
100072400,Jardin
100072401,Jardin
100072402,Jardin
100072404,Jardin
100072405,Jardin
100072406,Jardin
100072408,Jardin
100072500,Jardin
100072501,Jardin
100072502,Jardin
100072503,Jardin
100072600,Jardin
100072601,Jardin
100072602,Jardin
100072603,Jardin
100072604,Jardin
100072605,Jardin
100072606,Jardin
100072607,Jardin
100072608,Jardin
100072700,Jardin
100072701,Jardin
100072702,Jardin
100072703,Jardin
100072704,Jardin
100072800,Jardin
100072801,Jardin
100072802,Jardin
100072803,Jardin
100072804,Jardin
100072805,Jardin
100072806,Jardin
100072807,Jardin
100072808,Jardin
100072809,Jardin
100072810,Jardin
100072811,Jardin
100072812,Jardin
100072900,Jardin
100072901,Jardin
100072902,Jardin
100072903,Jardin
100072904,Jardin
100072905,Jardin
100072906,Jardin
100072907,Jardin
100072908,Jardin
100072909,Jardin
100072910,Jardin
100072911,Jardin
100072912,Jardin
100072913,Jardin
100072914,Jardin
100072916,Jardin
100073000,Secundario
100073001,Secundario
100073002,Secundario
100073003,Secundario
100073004,Secundario
100073005,Secundario
100073006,Secundario
100073100,SNU
100073101,SNU
100073200,Secundario
100073300,SNU
100073400,Secundario
100073401,Secundario
100073500,SNU
100073600,Secundario
100073700,Primario
100074300,Secundario
100074400,SNU
100074402,SNU
100074500,Primario
100074800,Primario
100076700,SNU
100076900,Primario
100077000,Jardin
100077000,Primario
100077000,Secundario
100077300,Primario
100077400,Primario
100078700,Primario
100078800,Jardin
100078801,Jardin
100078802,Jardin
100078803,Jardin
100078804,Jardin
100078805,Jardin
100078806,Jardin
100078900,Jardin
100078901,Jardin
100078902,Jardin
100078903,Jardin
100078905,Jardin
100078906,Jardin
100078907,Jardin
100078908,Jardin
100078909,Jardin
100078910,Jardin
100078911,Jardin
100079100,Primario
100079300,Primario
100079400,Secundario
100079401,Secundario
100079600,Secundario
100079700,Secundario
100079701,Secundario
100079800,Secundario
100079900,Secundario
100080300,Jardin
100080300,Primario
100080400,Jardin
100080400,Primario
100080400,Secundario
100080500,Jardin
100080500,Primario
100080500,Secundario
100080600,Jardin
100080600,Primario
100080600,Secundario
100080700,Jardin
100080701,Jardin
100080702,Jardin
100080703,Jardin
100080704,Jardin
100080705,Jardin
100080706,Jardin
100080707,Jardin
100080708,Jardin
100080710,Jardin
100080800,Jardin
100080801,Jardin
100080802,Jardin
100080803,Jardin
100080804,Jardin
100080805,Jardin
100080806,Jardin
100080807,Jardin
100080808,Jardin
100080810,Jardin
100080811,Jardin
100080812,Jardin
100080813,Jardin
100080814,Jardin
100080815,Jardin
100080900,Jardin
100080901,Jardin
100080902,Jardin
100080903,Jardin
100080904,Jardin
100080905,Jardin
100080906,Jardin
100080907,Jardin
100080909,Jardin
100080910,Jardin
100080911,Jardin
100080912,Jardin
100080913,Jardin
100081000,Jardin
100081001,Jardin
100081002,Jardin
100081003,Jardin
100081004,Jardin
100081006,Jardin
100081008,Jardin
100081009,Jardin
100081010,Jardin
100081100,Jardin
100081101,Jardin
100081102,Jardin
100081103,Jardin
100081104,Jardin
100081105,Jardin
100081106,Jardin
100081107,Jardin
100081200,Jardin
100081201,Jardin
100081202,Jardin
100081203,Jardin
100081204,Jardin
100081300,Jardin
100081301,Jardin
100081302,Jardin
100081303,Jardin
100081304,Jardin
100081305,Jardin
100081306,Jardin
100081307,Jardin
100081310,Jardin
100081311,Jardin
100081400,Jardin
100081401,Jardin
100081402,Jardin
100081403,Jardin
100081404,Jardin
100081405,Jardin
100081406,Jardin
100081500,Jardin
100081501,Jardin
100081502,Jardin
100081503,Jardin
100081504,Jardin
100081505,Jardin
100081506,Jardin
100081507,Jardin
100081508,Jardin
100081600,Jardin
100081601,Jardin
100081602,Jardin
100081603,Jardin
100081604,Jardin
100081605,Jardin
100081606,Jardin
100081607,Jardin
100081608,Jardin
100081610,Jardin
100081611,Jardin
100081612,Jardin
100081613,Jardin
100081700,Jardin
100081701,Jardin
100081702,Jardin
100081703,Jardin
100081704,Jardin
100081705,Jardin
100081706,Jardin
100081707,Jardin
100081708,Jardin
100081709,Jardin
100081800,Jardin
100081801,Jardin
100081802,Jardin
100081803,Jardin
100081900,Jardin
100081901,Jardin
100081902,Jardin
100081903,Jardin
100081904,Jardin
100081905,Jardin
100081906,Jardin
100082000,Jardin
100082001,Jardin
100082002,Jardin
100082003,Jardin
100082004,Jardin
100082005,Jardin
100082100,Jardin
100082101,Jardin
100082102,Jardin
100082103,Jardin
100082104,Jardin
100082105,Jardin
100082200,Jardin
100082201,Jardin
100082202,Jardin
100082203,Jardin
100082204,Jardin
100082205,Jardin
100082206,Jardin
100082300,Jardin
100082301,Jardin
100082302,Jardin
100082400,Jardin
100082401,Jardin
100082402,Jardin
100082403,Jardin
100082404,Jardin
100082405,Jardin
100082500,Primario
100082600,SNU
100082700,Jardin
100082700,Primario
100082700,Secundario
100082800,Jardin
100082800,Primario
100083000,SNU
100083200,SNU
100083400,Primario
100083600,Secundario
100083602,Secundario
100083700,SNU
100083800,Jardin
100084000,Jardin
100084000,Primario
100084200,Primario
100084300,Secundario
100084301,Secundario
100084500,Secundario
100084800,Secundario
100084900,Secundario
100085000,Secundario
100085100,Secundario
100085200,Secundario
100085400,Secundario
100085500,Secundario
100085700,Secundario
100085702,Secundario
100085703,Secundario
100085704,Secundario
100085705,Secundario
100085800,Secundario
100086100,Primario
100086200,SNU
100086300,Secundario
100086400,Secundario
100086500,Secundario
100086501,Secundario
100086600,Secundario
100086601,Secundario
100086700,Secundario
100086800,Secundario
100086900,Secundario
100086901,Secundario
100086902,Secundario
100086903,Secundario
100087000,Secundario
100087001,Secundario
100087100,Secundario
100087200,Secundario
100087300,Secundario
100087400,Secundario
100087500,Secundario
100087501,Secundario
100087502,Secundario
100087600,Secundario
100087601,Secundario
100087700,Secundario
100087701,Secundario
100087702,Secundario
100087703,Secundario
100087800,Secundario
100087801,Secundario
100087900,Secundario
100088000,Secundario
100088100,Secundario
100088200,Secundario
100088300,Secundario
100088301,Secundario
100088302,Secundario
100088400,Secundario
100088500,Secundario
100088600,Secundario
100088700,Secundario
100088701,Secundario
100088702,Secundario
100088703,Secundario
100088704,Secundario
100088800,Secundario
100088801,Secundario
100088802,Secundario
100088900,Secundario
100089000,Secundario
100089100,Secundario
100089200,Secundario
100089201,Secundario
100089300,Secundario
100089400,Secundario
100089401,Secundario
100089402,Secundario
100089500,Secundario
100089600,Secundario
100089700,Secundario
100089800,Secundario
100089900,SNU
100089901,SNU
100089902,SNU
100089903,SNU
100090100,Secundario
100090400,Primario
100090600,Secundario
100090700,Secundario
100090800,Secundario
100090900,Secundario
100091000,Secundario
100091100,Secundario
100091200,Secundario
100091300,Secundario
100091400,Secundario
100091500,Secundario
100091600,Jardin
100091600,Primario
100091600,Secundario
100091700,Jardin
100091800,Jardin
100091900,Jardin
100091900,Primario
100092000,Jardin
100092100,Jardin
100092200,Secundario
100092300,Jardin
100092301,Jardin
100092302,Jardin
100092400,Secundario
109000100,Jardin
109000100,Primario
109000100,Secundario
140000100,Primario
140000200,Secundario
140000300,Primario
140000400,Jardin
140000500,Primario
140000600,Jardin
140000600,Primario
140000700,Jardin
140000900,Jardin
140001000,Primario
140001100,Primario
140001200,Primario
140001300,Jardin
140001400,Primario
140001500,Jardin
140001600,Jardin
140001600,Primario
140001800,Primario
140001900,Jardin
140002000,Jardin
140002100,Jardin
140002200,Primario
140002300,Jardin
140002400,Jardin
140002400,Primario
140002500,Secundario
140002600,Jardin
140002700,Jardin
140002800,Primario
140002900,Primario
140003000,Primario
140003100,Jardin
140003200,Jardin
140003300,Primario
140003400,Primario
140003500,Primario
140003600,Primario
140003800,Jardin
140003900,Secundario
140004400,Jardin
140004400,Primario
140004500,Jardin
140004500,Primario
140004600,Jardin
140004800,Jardin
140005000,Jardin
140005100,Primario
140005200,Secundario
140005400,Primario
140005500,Secundario
140005600,Secundario
140005700,Primario
140005800,Secundario
140005900,Primario
140006000,Primario
140006100,Jardin
140006100,Primario
140006200,Jardin
140006200,Primario
140006300,Primario
140006400,Jardin
140006401,Jardin
140006500,Primario
140006600,Primario
140006800,Jardin
140006801,Jardin
140007000,Secundario
140007100,Jardin
140007300,Secundario
140007400,Primario
140007600,Secundario
140007700,Jardin
140007800,Primario
140007900,Secundario
140008100,Jardin
140008300,Jardin
140008400,Jardin
140008400,Primario
140008600,Jardin
140008600,Primario
140008700,Jardin
140008700,Primario
140008800,Jardin
140008800,Primario
140009000,Secundario
140009200,Primario
140009400,Jardin
140009400,Primario
140009500,Primario
140009700,Jardin
140009700,Primario
140009800,Jardin
140009800,Primario
140010000,Jardin
140010000,Primario
140010100,Jardin
140010100,Primario
140010300,Jardin
140010300,Primario
140010500,Primario
140010600,Primario
140010800,Jardin
140011000,Primario
140011100,Jardin
140011200,Primario
140011300,Jardin
140011400,Secundario
140011500,Primario
140011600,Secundario
140012200,Jardin
140012300,Jardin
140012400,Primario
140012500,Primario
140012700,Primario
140012800,Jardin
140012800,Primario
140012900,Secundario
140013000,Jardin
140013000,Primario
140013100,Jardin
140013300,Jardin
140013500,Primario
140013600,Jardin
140013600,Primario
140013700,Primario
140014000,Jardin
140014200,Jardin
140014300,Jardin
140014400,Primario
140014500,Jardin
140014600,Jardin
140014600,Primario
140014700,Jardin
140014800,Primario
140014900,Primario
140015000,Primario
140015100,Primario
140015300,Secundario
140015400,Secundario
140015600,Primario
140015700,Secundario
140015800,Jardin
140015800,Primario
140015900,Primario
140016000,Jardin
140016000,Primario
140016100,Jardin
140016200,Jardin
140016300,Jardin
140016300,Primario
140016500,Jardin
140016900,Secundario
140016900,SNU
140017200,Primario
140017300,Jardin
140017400,Primario
140017600,Secundario
140017700,Jardin
140017700,Primario
140017800,Primario
140017900,Primario
140018000,Secundario
140018100,Jardin
140018200,Primario
140018300,Secundario
140018400,Jardin
140018500,Jardin
140018500,Primario
140018600,Jardin
140018600,Primario
140018700,Jardin
140018800,Primario
140018900,Primario
140019000,Primario
140019200,Primario
140019300,Jardin
140019400,Jardin
140019400,Primario
140019500,Primario
140020000,Primario
140020100,Primario
140020200,Jardin
140020400,Primario
140020800,Primario
140020900,Jardin
140020901,Jardin
140020903,Jardin
140021000,Jardin
140021100,Secundario
140021200,Primario
140021400,Primario
140021500,Secundario
140021600,Jardin
140021800,Jardin
140021900,Jardin
140022200,SNU
140022400,Primario
140022800,Primario
140022900,Secundario
140023000,Jardin
140023100,Jardin
140023101,Jardin
140023200,Secundario
140023300,Primario
140023400,Jardin
140023400,Primario
140023500,Secundario
140023600,Jardin
140023601,Jardin
140023800,Jardin
140023900,Jardin
140024000,Jardin
140024000,Primario
140024100,Jardin
140024100,Primario
140024200,Jardin
140024200,Primario
140024300,Primario
140024400,Primario
140024500,Primario
140024600,Jardin
140024700,Primario
140024900,Primario
140025000,Jardin
140025000,Primario
140025100,Primario
140025300,Jardin
140025300,Primario
140025400,Jardin
140025401,Jardin
140025600,Jardin
140025600,Primario
140025700,Jardin
140025700,Primario
140025800,Jardin
140025800,Primario
140026100,Jardin
140026300,Jardin
140026400,Secundario
140026500,Jardin
140026500,Primario
140026600,Jardin
140026600,Primario
140026800,Secundario
140026900,Primario
140027000,Jardin
140027200,Jardin
140027300,Jardin
140027400,Jardin
140027400,Primario
140027500,Primario
140027600,Primario
140027800,Jardin
140027801,Jardin
140027900,Primario
140028000,Primario
140028100,Jardin
140028200,Jardin
140028203,Jardin
140028300,Jardin
140028300,Primario
140028400,Primario
140028500,Primario
140028600,Jardin
140028600,Primario
140028700,Jardin
140028700,Primario
140028800,Primario
140028900,Jardin
140029000,Secundario
140029200,Primario
140029300,Primario
140029400,Primario
140029500,Jardin
140029600,Primario
140029700,Jardin
140029800,Jardin
140029800,Primario
140029900,Jardin
140029900,Primario
140030000,Jardin
140030000,Primario
140030100,Jardin
140030100,Primario
140030200,Jardin
140030200,Primario
140030300,Secundario
140030400,Primario
140030500,Jardin
140030500,Primario
140030600,SNU
140030700,Primario
140030800,Primario
140030900,Jardin
140031000,Primario
140031100,Jardin
140031100,Primario
140031200,Jardin
140031200,Primario
140031400,Primario
140031500,Jardin
140031500,Primario
140031800,Primario
140031900,Primario
140032100,Secundario
140032200,Primario
140032300,Jardin
140032400,Jardin
140032400,Primario
140032500,Jardin
140032600,Jardin
140032700,Secundario
140032800,SNU
140032900,Primario
140033000,Primario
140033100,Jardin
140033200,Jardin
140033200,Primario
140033300,Primario
140033400,Primario
140033500,Jardin
140033500,Primario
140033600,Secundario
140033700,Jardin
140033701,Jardin
140033702,Jardin
140033703,Jardin
140033704,Jardin
140033800,Jardin
140033800,Primario
140033900,Jardin
140033900,Primario
140034000,Primario
140034100,Primario
140034200,Primario
140034300,Jardin
140034300,Primario
140034400,Primario
140034600,Secundario
140034700,Primario
140034900,Primario
140035000,Jardin
140035000,Primario
140035200,Jardin
140035201,Jardin
140035300,Jardin
140035300,Primario
140035400,Primario
140035700,Secundario
140035800,Jardin
140036100,Primario
140036200,Jardin
140036300,Jardin
140036300,Primario
140036400,Jardin
140036400,Primario
140036600,Jardin
140036601,Jardin
140036800,Primario
140036900,Jardin
140036900,Primario
140037100,Jardin
140037100,Primario
140037400,Primario
140037700,Jardin
140037800,Jardin
140037800,Primario
140037900,Jardin
140037900,Primario
140038000,Primario
140038100,Primario
140038300,Primario
140038400,Primario
140038500,Jardin
140038500,Primario
140038700,Jardin
140038701,Jardin
140038800,Jardin
140038900,Primario
140039100,Jardin
140039100,Primario
140039200,Jardin
140039200,Primario
140039300,Primario
140039600,Jardin
140039600,Primario
140039700,Secundario
140039800,Jardin
140039800,Primario
140039900,Jardin
140039900,Primario
140040300,Secundario
140040500,Jardin
140040600,Jardin
140040700,Jardin
140041000,Primario
140041100,Primario
140041200,Primario
140041300,Primario
140041400,Secundario
140041600,Jardin
140041700,Secundario
140041800,Primario
140041900,SNU
140042000,Jardin
140042200,Secundario
140042500,Jardin
140042500,Primario
140042700,Jardin
140042900,Primario
140043000,Jardin
140043100,Jardin
140043200,Primario
140043300,Jardin
140043300,Primario
140043400,Jardin
140043401,Jardin
140043600,Jardin
140043601,Jardin
140043700,Jardin
140043800,Primario
140043900,Primario
140044000,Primario
140044200,Jardin
140044201,Jardin
140044300,Primario
140044500,Secundario
140044600,Jardin
140044800,Primario
140045100,Primario
140045200,Secundario
140045300,Secundario
140045400,Primario
140045500,Primario
140045800,Jardin
140046100,Primario
140046400,Jardin
140046500,Jardin
140046600,Primario
140046700,Jardin
140046800,Secundario
140047000,Jardin
140047000,Primario
140047100,Jardin
140047400,SNU
140047500,Jardin
140047500,Primario
140047500,Secundario
140047500,SNU
140047501,SNU
140047800,Primario
140047900,Primario
140048000,Jardin
140048001,Jardin
140048100,Jardin
140048100,Primario
140048200,Jardin
140048200,Primario
140048300,Primario
140048400,Jardin
140048400,Primario
140048500,SNU
140048501,SNU
140048600,Primario
140048700,Primario
140048800,Jardin
140048800,Primario
140049000,Jardin
140049100,Jardin
140049200,Jardin
140049500,Primario
140049700,Jardin
140049700,Primario
140049900,Jardin
140050000,Primario
140050100,Secundario
140050200,Secundario
140050300,Primario
140050400,Jardin
140050400,Primario
140050500,Jardin
